LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"3,706","4,122","3,737","4,754","4,023"
2. Chi phí lãi và các chi phí tương tự đã trả,"-2,159","-2,248","-2,167","-2,194","-2,423"
3. Thu nhập từ hoạt động dịch vụ nhận được,35,77,107,117,115
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",355,11,198,270,116
5. Thu nhập khác,30,18,24,64,30
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",56,58,16,63,48
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,026","-1,114",-985,"-1,076","-1,127"
8. Tiền thuế thu nhập thực nộp trong kỳ,-90,-233,-115,-237,-196
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,906,690,815,"1,762",588
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,-106,106,,-250
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-10,648","-7,350","8,184","7,790","-8,373"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,-187,168,-98,85,2
12. (Tăng)/Giảm các khoản cho vay khách hàng,336,"-7,887","-11,389","-4,452",-555
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-143,-174,-152,-451,-198
14. (Tăng)/Giảm khác về tài sản hoạt động,188,998,665,644,-323
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,-1,4,-29,4,"2,021"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","2,461","9,649","3,793","-14,639","3,285"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"2,406","2,421","-3,235","9,475","3,189"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-326,"-1,234",-347,"4,965",339
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",21,,20,61,55
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,-445,445,,-70,
21. Tăng/(Giảm) khác về công nợ hoạt động,309,99,5,294,-187
22. Chi từ các quỹ của TCTD,-1,,-1,,-1
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-5,123","-2,277","-1,663","5,467",-408
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-15,12,-20,-44,-67
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",1,9,32,-31,13
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",43,-43,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",-43,57,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",2,,3,1,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",27,,22,26,54
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,14,35,37,-47,
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,"3,019",,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",-150,,,,"-1,275"
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,-150,"3,019",,,"-1,275"
IV- Lưu chuyển tiền thuần trong kỳ,"-5,259",777,"-1,627","5,420","-1,684"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,"25,189",,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,-33,37,38,-20,-1
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"-5,292",814,"23,600","5,400","-1,685"
