LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"6,398","6,703","7,052","7,008","7,577"
2. Chi phí lãi và các chi phí tương tự đã trả,"-3,246","-3,233","-3,214","-3,068","-3,507"
3. Thu nhập từ hoạt động dịch vụ nhận được,466,334,433,624,885
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",150,43,110,326,92
5. Thu nhập khác,36,-15,-2,31,21
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",72,57,71,87,102
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,386","-1,424","-1,702","-1,812","-1,975"
8. Tiền thuế thu nhập thực nộp trong kỳ,-159,-322,-739,-404,-504
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"2,331","2,144","2,010","2,792","2,692"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",-219,615,95,-195,"-1,151"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,-783,"-6,869","-5,084","6,125","7,909"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,29,8,49,,-16
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-4,562",326,"-11,696","-21,943","-12,535"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-378,-279,-705,-434,-514
14. (Tăng)/Giảm khác về tài sản hoạt động,"-2,109","-2,869","-4,591",910,"-4,841"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,-13,-12,-12,-11,-12
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-9,610","21,093","25,891","-13,769","-7,287"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"13,546","-4,104","-11,146","18,207","11,030"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-963,"-2,320","11,761",-657,"-2,995"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-7,-101,16,-77,47
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,16,29,-45
21. Tăng/(Giảm) khác về công nợ hoạt động,165,-399,616,358,-102
22. Chi từ các quỹ của TCTD,-1,,-4,-3,-2
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-2,574","7,233","7,213","-8,667","-7,821"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-27,-51,-121,-6,-8
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,19,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,24,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",19,15,18,1,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,,,18,5
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-8,-35,-79,30,-3
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,200
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,,,200
IV- Lưu chuyển tiền thuần trong kỳ,"-2,582","7,198","7,133","-8,637","-7,624"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,,"70,131",
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,8,27,-65,14,-28
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"-2,574","7,225","7,069","61,508","-7,652"
