LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"2,443","2,553","3,391","3,455","3,772"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,640","-1,448","-1,666","-1,734","-2,236"
3. Thu nhập từ hoạt động dịch vụ nhận được,26,45,11,26,36
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",88,-10,539,110,128
5. Thu nhập khác,-27,26,31,40,-1
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",18,-3,74,4,54
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-711,-340,"-1,340",-941,-887
8. Tiền thuế thu nhập thực nộp trong kỳ,-48,-43,-30,-91,-79
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,150,780,"1,009",868,787
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",-112,2,"1,098",,
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-5,764","-4,732","-1,391","-3,204","4,845"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,-103,88,16,-61,140
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-5,445","-2,136","-8,309","-5,878","-8,843"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-170,29,-425,-128,-116
14. (Tăng)/Giảm khác về tài sản hoạt động,"1,138","-1,116","1,026",35,400
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,-40,-29,-15,"1,873","-1,898"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","3,646","2,420","5,524",383,"5,040"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"7,082","4,648","5,484","9,577","2,834"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-102,"2,091","-3,169",727,-401
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-6,6,26,25,39
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,9,,
21. Tăng/(Giảm) khác về công nợ hoạt động,284,-229,207,-34,5
22. Chi từ các quỹ của TCTD,,,,-3,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,558,"1,821","1,091","4,180","2,833"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-5,-41,-212,-13,-5
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",-10,12,7,16,-14
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",21,-9,9,-2,2
4. Mua sắm bất động sản đầu tư,,,-13,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",2,-2,9,,43
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",4,8,9,-22,22
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",-5,28,55,82,-72
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",3,149,-141,1,16
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,11,146,-278,61,-8
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,"4,080",,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,-970,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",-810,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,-810,,"3,110",,
IV- Lưu chuyển tiền thuần trong kỳ,-241,"1,966","3,923","4,241","2,825"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,,"22,605",
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,5,-19,14,-2,-2
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,-237,"1,948","3,937","26,844","2,824"
