LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2020,Q2/2020,Q3/2020,Q4/2020,Q1/2021
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"5,302","5,959","6,141","6,043","6,131"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,995","-2,832","-2,576","-2,637","-2,610"
3. Thu nhập từ hoạt động dịch vụ nhận được,156,209,208,290,312
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",237,42,126,130,448
5. Thu nhập khác,18,70,33,77,11
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",37,58,41,212,44
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,471","-1,241","-1,457","-1,751","-1,716"
8. Tiền thuế thu nhập thực nộp trong kỳ,-305,-108,-200,-586,-270
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"1,980","2,156","2,316","1,778","2,352"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",610,200,,-100,-496
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-4,951","2,861","-15,281","-12,571","6,442"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,,,-85
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-6,081","-7,967","-4,091","-13,860","-8,956"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-209,-673,-363,-650,-427
14. (Tăng)/Giảm khác về tài sản hoạt động,329,365,-881,"-3,840",309
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,394,-421,-22,-17,-13
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-6,549","-10,886","9,411","33,406","-5,307"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"6,804","16,983","18,638","6,177","10,367"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),161,"3,545","1,119","4,494",-54
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",45,-39,,-11,-7
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,9,30,-22,184,-215
21. Tăng/(Giảm) khác về công nợ hoạt động,-7,161,15,286,-125
22. Chi từ các quỹ của TCTD,-2,,,,-3
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-7,468","6,313","10,840","15,275","3,781"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-97,,-128,-58,-155
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,12,-12,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,27,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,,,,
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-97,,-116,-42,-155
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,-345,,,,
6. Tiền thu được do bán cổ phiếu quỹ,33,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,-312,,,,
IV- Lưu chuyển tiền thuần trong kỳ,"-7,878","6,314","10,724","15,233","3,626"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,"30,363",,,,"54,756"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,19,-4,13,-28,30
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"22,505","6,309","10,737","15,205","58,412"
