LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"13,446","13,812","13,841","5,886","1,359"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,273,315,239,196,431
Các khoản dự phòng,209,-116,656,88,246
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-1,1,-6,,-5
"Lãi, lỗ từ hoạt động đầu tư",-542,"-1,417","-3,478","-3,826",-595
Chi phí lãi vay,613,321,820,476,576
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"13,998","12,916","12,071","2,819","2,012"
"Tăng, giảm các khoản phải thu",-431,"-2,338","-4,221","1,552","-18,712"
"Tăng, giảm hàng tồn kho","5,128","2,486","4,604","4,127","-28,143"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","-11,600","-2,167","-1,769","-2,743","80,283"
"Tăng, giảm chi phí trả trước","1,187",-157,-577,212,"-1,710"
"Tăng, giảm chứng khoán kinh doanh",-558,"-3,048","1,279","2,327",-218
Tiền lãi vay đã trả,-794,-346,-807,-267,-706
Thuế thu nhập doanh nghiệp đã nộp,-388,-694,"-4,447","-3,282",-777
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,,,,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"6,542","6,652","6,132","4,745","32,030"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-916,"-13,078","-1,420","-6,155","-6,005"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",15,-6,37,,65
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-3,735",-403,"-11,252",-320,"-4,181"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","-1,025","2,682","9,224","5,454","1,792"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-8,13,"-11,587","-10,587",-927
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,"7,582","8,436","4,450"
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",164,130,"3,408",120,745
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-5,506","-10,662","-4,007","-3,052","-4,061"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,"6,515",,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"1,891","5,588","4,859",643,"7,830"
4. Tiền trả nợ gốc vay,"-2,158","-6,977","-6,791","-1,333","-2,906"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-98,"-5,029",-72,,"-8,709"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-365,96,"-2,004",-690,"-3,784"
Lưu chuyển tiền thuần trong kỳ,672,"-3,913",121,"1,003","24,185"
Tiền và tương đương tiền đầu kỳ,"7,746","8,418","4,505","4,626","5,628"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"8,418","4,505","4,626","5,628","29,814"
