LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2022,Q4/2022,Q1/2023,Q2/2023,Q3/2023
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"18,949","12,449","15,074","12,640","14,206"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,286,304,313,324,408
Các khoản dự phòng,188,593,182,-170,288
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-3,5,,73,100
"Lãi, lỗ từ hoạt động đầu tư","-1,789","-7,500","-10,572","-1,883","-1,832"
Chi phí lãi vay,725,299,683,679,716
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"18,355","6,149","5,680","11,665","13,888"
"Tăng, giảm các khoản phải thu","-28,961","-3,857","-6,162","-15,554","-4,626"
"Tăng, giảm hàng tồn kho","2,581","-9,336",563,"6,032",-27
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","-1,970","18,773","-5,957","-1,596","11,085"
"Tăng, giảm chi phí trả trước","-3,505","1,004","1,551","1,007",443
"Tăng, giảm chứng khoán kinh doanh","2,213","-4,348",-200,"2,201",-196
Tiền lãi vay đã trả,-513,"-2,283",-569,"-1,235",-747
Thuế thu nhập doanh nghiệp đã nộp,-157,82,-305,-607,"-5,245"
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,,,,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-11,956","6,185","-5,398","1,912","14,574"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","-3,216","-2,923","-4,293","-3,761","-4,215"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,-17,,50,-44
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-1,956","-1,533","-11,162","-6,136","-4,473"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","1,449","1,780","1,949","2,277","4,952"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-5,"-43,247","-1,081","-3,328","-12,832"
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,613,"24,863","6,105","6,061",-205
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,"4,474","1,492","2,032",181
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-3,114","-16,602","-6,991","-2,806","-16,637"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,1,16,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,,"16,804","7,604","17,554","7,811"
4. Tiền trả nợ gốc vay,,"-9,638","-4,143","-13,460","-7,943"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-675,,,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,,"6,491","3,462","4,110",-133
Lưu chuyển tiền thuần trong kỳ,"-15,070","-3,927","-8,927","3,216","-2,195"
Tiền và tương đương tiền đầu kỳ,"29,814","14,743","10,817","1,890","5,105"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"14,743","10,817","1,890","5,105","2,910"
