LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2013,Q1/2014,Q2/2014,Q3/2014,Q4/2014
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,442,337,517,563,"-1,096"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,391,410,414,415,454
Các khoản dự phòng,-309,21,51,145,-131
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",11,,204,-173,50
"Lãi, lỗ từ hoạt động đầu tư",-450,-100,-182,-322,-433
Chi phí lãi vay,323,182,191,171,162
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,407,851,"1,194",800,-994
"Tăng, giảm các khoản phải thu",-946,"-2,828",28,"1,448","2,526"
"Tăng, giảm hàng tồn kho","3,454","-3,619","1,066","-3,337","11,040"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","-1,542","1,476","-2,648","2,600","1,074"
"Tăng, giảm chi phí trả trước",62,49,-75,43,-170
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-149,-177,-154,-162,-295
Thuế thu nhập doanh nghiệp đã nộp,-125,-137,-75,-134,-87
Tiền thu khác từ hoạt động kinh doanh,5,101,434,-232,200
Tiền chi khác cho hoạt động kinh doanh,-191,-136,-637,167,-336
Lưu chuyển tiền thuần từ hoạt động kinh doanh,975,"-4,419",-867,"1,192","12,957"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-861,-236,-331,-487,-831
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",-13,44,21,4,203
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-333,-585,"-1,212",-754,-22
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",118,853,680,781,-336
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-79,,,,-271
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,114,1,6,7,352
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",515,101,437,173,305
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-540,179,-399,-276,-601
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"17,068","30,028","25,260","19,982","19,296"
4. Tiền trả nợ gốc vay,"-19,534","-23,892","-24,030","-22,409","-28,256"
5. Tiền trả nợ gốc thuê tài chính,-1,,,,-4
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,,,,-96
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-2,467","6,136","1,230","-2,427","-9,060"
Lưu chuyển tiền thuần trong kỳ,"-2,032","1,895",-35,"-1,511","3,296"
Tiền và tương đương tiền đầu kỳ,"8,185","6,152","8,045","8,015","6,499"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-1,-3,6,-5,-1
Tiền và tương đương tiền cuối kỳ,"6,152","8,045","8,015","6,499","9,794"
