LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,425","1,267","2,236","1,350","1,090"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,503,504,583,516,560
Các khoản dự phòng,151,-124,307,-13,31
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",15,-12,101,-17,12
"Lãi, lỗ từ hoạt động đầu tư",-480,-148,-332,-42,-552
Chi phí lãi vay,146,140,110,142,145
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,-552,,719
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,-958,293,665,176,-176
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,802,"1,920","3,119","2,112","1,829"
"Tăng, giảm các khoản phải thu",-559,"1,570",-661,-402,-114
"Tăng, giảm hàng tồn kho","-3,487",635,475,"-2,980",-106
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","2,188","-2,215",766,190,592
"Tăng, giảm chi phí trả trước",-22,-67,75,,57
"Tăng, giảm chứng khoán kinh doanh",4,3,-18,15,-5
Tiền lãi vay đã trả,-160,-135,-113,-120,-171
Thuế thu nhập doanh nghiệp đã nộp,-148,-176,-472,-466,-248
Tiền thu khác từ hoạt động kinh doanh,78,132,-345,182,72
Tiền chi khác cho hoạt động kinh doanh,-205,-370,347,-342,-221
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-1,511","1,297","3,174","-1,810","1,684"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-862,-790,"-1,026",-606,-727
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",11,26,-21,2,6
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-640,-722,"1,261",-474,"-1,428"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",553,624,"-1,413",430,384
5. Tiền chi đầu tư góp vốn vào đơn vị khác,2,-2,-10,-2,-67
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,193,-183,136,,1
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",508,238,367,29,648
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-234,-809,-707,-621,"-1,183"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","4,039",,21,,"1,010"
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,-497,,,
3. Tiền thu từ đi vay,"22,021","6,064","13,495","19,744","12,522"
4. Tiền trả nợ gốc vay,"-24,688","-7,210","-14,607","-16,577","-13,987"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-55,-93,-2,,-242
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"1,317","-1,736","-1,093","3,167",-698
Lưu chuyển tiền thuần trong kỳ,-428,"-1,248","1,375",736,-196
Tiền và tương đương tiền đầu kỳ,"11,678","11,251","10,002","11,354","12,106"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,1,-1,-23,16,-20
Tiền và tương đương tiền cuối kỳ,"11,251","10,002","11,354","12,106","11,890"
