LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2023,Q1/2024,Q2/2024,Q3/2024,Q4/2024
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,865,"1,441","1,518",241,760
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,598,512,540,452,538
Các khoản dự phòng,-918,6,89,101,69
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-35,13,2,5,3
"Lãi, lỗ từ hoạt động đầu tư",-480,-370,-453,-290,-354
Chi phí lãi vay,209,194,139,175,61
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,-37,20,4,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,203,"1,816","1,838",684,"1,077"
"Tăng, giảm các khoản phải thu","1,247","-3,174","3,301",946,"1,373"
"Tăng, giảm hàng tồn kho","5,773","-2,084","1,432","1,757","-2,160"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","-5,460","2,974","-5,553",-885,"1,148"
"Tăng, giảm chi phí trả trước",-232,11,-217,5,-266
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-162,-194,-172,-142,-61
Thuế thu nhập doanh nghiệp đã nộp,-76,-547,-96,-116,-154
Tiền thu khác từ hoạt động kinh doanh,-164,52,-50,1,1
Tiền chi khác cho hoạt động kinh doanh,-30,-253,-98,-119,-82
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,099","-1,399",384,"2,132",878
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-991,-283,-614,-258,-831
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",15,5,16,,28
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-11,044","-2,913","-4,420","-5,916","-4,342"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","10,506","10,501","3,819","4,429","2,519"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"2,572",,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",581,262,520,97,254
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"1,639","7,572",-680,"-1,648","-2,372"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"17,694","21,603","15,463","18,740","19,956"
4. Tiền trả nợ gốc vay,"-15,029","-24,761","-14,631","-22,588","-15,692"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-1,100",,"-2,051",146,-1
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"1,566","-3,158","-1,219","-3,702","4,263"
Lưu chuyển tiền thuần trong kỳ,"4,305","3,015","-1,514","-3,218","2,769"
Tiền và tương đương tiền đầu kỳ,"9,739","14,048","17,107","15,557","12,294"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,5,43,-36,-46,
Tiền và tương đương tiền cuối kỳ,"14,048","17,107","15,557","12,294","15,062"
