LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q1/2015,Q2/2015,Q3/2015,Q4/2015,Q1/2016
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Soát xét
Công ty kiểm toán,,,,,EY
Ý kiến kiểm toán,,,,,Chấp nhận toàn phần
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,692,572,561,"1,028","2,165"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,278,712,535,689,812
Các khoản dự phòng,40,-22,61,101,119
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",112,137,293,-149,-221
"Lãi, lỗ từ hoạt động đầu tư","-1,084",139,-536,-412,-312
Chi phí lãi vay,501,723,366,"1,132",776
"Lãi, lỗ từ thanh lý TSCĐ",200,-200,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,739,"2,060","1,280","2,389","3,339"
"Tăng, giảm các khoản phải thu","-1,539","-1,016","-2,951",995,"-1,813"
"Tăng, giảm hàng tồn kho",815,"-3,083","-2,031","-3,125","2,460"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","2,249","10,669","17,469","10,430","-1,869"
"Tăng, giảm chi phí trả trước",80,-527,"-1,365",55,35
"Tăng, giảm chứng khoán kinh doanh",,,,112,-630
Tiền lãi vay đã trả,-427,"-1,141","-1,476","-1,337",-719
Thuế thu nhập doanh nghiệp đã nộp,-543,-329,-218,-331,-791
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,,,,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,375","6,633","10,707","9,187",13
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","-3,787","-4,550","-4,433","-1,745","-2,442"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",944,-934,11,19,33
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-2,368","-1,712","-1,064","-13,737","-1,462"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","1,473",788,"1,872","4,707","1,924"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,"-3,564","-1,019","-6,998","-8,604","-4,940"
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,161,649,"1,793","1,847",772
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",194,120,434,404,312
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-6,947","-6,658","-8,384","-17,109","-5,802"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",148,"2,178",413,"4,805",446
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"12,830","-1,922","1,308","8,449","5,947"
4. Tiền trả nợ gốc vay,"-9,612","3,384","-2,592","-7,891","-2,658"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-188,-387,-399,-205
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"3,365","3,452","-1,257","4,964","3,529"
Lưu chuyển tiền thuần trong kỳ,"-2,207","3,427","1,066","-2,957","-2,259"
Tiền và tương đương tiền đầu kỳ,"7,608","5,400","8,828","9,896","6,938"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-1,1,2,,1
Tiền và tương đương tiền cuối kỳ,"5,400","8,828","9,896","6,938","4,681"
