LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q1/2010,Q2/2010,Q3/2010,Q4/2010,Q1/2011
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,56,117,69,"2,900",176
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,10,16,24,21,32
Các khoản dự phòng,1,-124,123,-19,1
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",12,-12,30,62,50
"Lãi, lỗ từ hoạt động đầu tư",2,41,36,-976,20
Chi phí lãi vay,-1,284,-296,525,44
"Lãi, lỗ từ thanh lý TSCĐ",,-2,2,,
Thu nhập lãi vay và cổ tức,,-269,269,,
Phân bổ lợi thế thương mại,,5,-5,,
Điều chỉnh cho các khoản khác,,18,-18,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,80,75,233,"2,514",323
"Tăng, giảm các khoản phải thu",169,-839,-211,"-3,527",35
"Tăng, giảm hàng tồn kho",8,6,,-159,-510
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",-376,614,"1,719","1,305",697
"Tăng, giảm chi phí trả trước",,-11,-33,-217,-60
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-125,-455,-152,-316,-79
Thuế thu nhập doanh nghiệp đã nộp,-18,-17,-14,-265,-439
Tiền thu khác từ hoạt động kinh doanh,,-21,21,,
Tiền chi khác cho hoạt động kinh doanh,10,-10,-51,23,14
Lưu chuyển tiền thuần từ hoạt động kinh doanh,-253,-658,"1,513",-641,-17
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","-1,292","-1,056","-1,365",-954,"-1,327"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",65,1,610,-610,255
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-757,87,-315,487,-182
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",840,-101,78,764,236
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-289,132,"-2,248",-55,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,420,630,"-1,107",
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",182,109,294,-116,19
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,-600,600,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,-305,305,,
10. Tiền thu khác từ hoạt động đầu tư,,"1,050","-1,050",,
11. Tiền chi khác cho hoạt động đầu tư,,,,,-70
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-1,252",-262,"-2,462","-1,589","-1,068"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",287,91,26,696,498
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,346,"1,780","-2,152",
3. Tiền thu từ đi vay,,"1,998","-2,024","5,023",
4. Tiền trả nợ gốc vay,-142,-623,95,293,-279
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,,,,
7. Tiền thu khác từ hoạt động tài chính,182,-182,626,-626,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,326,"1,631",503,"3,235",219
Lưu chuyển tiền thuần trong kỳ,"-1,179",710,-447,"1,004",-866
Tiền và tương đương tiền đầu kỳ,"1,427",248,958,511,"1,515"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,248,958,511,"1,515",649
