LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Soát xét,VST Tính,VST Tính
Công ty kiểm toán,,,EY,,
Ý kiến kiểm toán,,,Chấp nhận toàn phần,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,786","4,187","2,654","3,554","2,617"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,982,"1,002",,"2,315","1,184"
Các khoản dự phòng,10,664,-215,-22,-167
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-28,42,51,110,219
"Lãi, lỗ từ hoạt động đầu tư",-479,-33,-504,-159,"-2,330"
Chi phí lãi vay,"1,155",602,994,"1,044","1,052"
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,"1,112","-1,112",
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,427","6,464","4,091","5,729","2,574"
"Tăng, giảm các khoản phải thu","-3,543",-652,"1,819",905,"-5,316"
"Tăng, giảm hàng tồn kho",-142,"1,079","8,479","-5,249","9,955"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","2,018","4,557","-8,067","-3,227",-379
"Tăng, giảm chi phí trả trước",-553,-682,486,244,"-1,889"
"Tăng, giảm chứng khoán kinh doanh",,,,12,1
Tiền lãi vay đã trả,-930,-373,-465,"-1,532",-341
Thuế thu nhập doanh nghiệp đã nộp,-943,"-1,006","-1,147","-1,664","-1,842"
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,,,,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,-667,"9,386","5,196","-4,782","2,763"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","-4,004","-6,566","-10,870","-8,658","-13,068"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",5,-152,278,300,962
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-2,642","-3,793","-10,553","-6,468",-345
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",500,"3,009","12,882","4,112","1,133"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,"-4,615","-3,984","-22,311","-7,077","-6,722"
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"5,833","1,658","1,037","16,596",859
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",91,334,458,576,24
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-4,831","-9,494","-29,079",-618,"-17,155"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",11,-4,"2,536","12,250","10,163"
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,-30,,,
3. Tiền thu từ đi vay,"6,176","15,590","26,921","17,339","10,668"
4. Tiền trả nợ gốc vay,"-2,119","-14,186","-6,005","-18,438","-3,802"
5. Tiền trả nợ gốc thuê tài chính,"-1,538","1,538",,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",385,"-1,605",-163,6,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"2,914","1,304","23,289","11,157","17,030"
Lưu chuyển tiền thuần trong kỳ,"-2,584","1,196",-594,"5,757","2,637"
Tiền và tương đương tiền đầu kỳ,"9,531","6,947","8,142","7,548","13,304"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,-1,,,
Tiền và tương đương tiền cuối kỳ,"6,947","8,142","7,548","13,304","15,942"
