LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"5,028","1,928","4,912","2,544","6,253"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,"1,656","1,477","2,120","2,061","2,680"
Các khoản dự phòng,646,-333,"1,269",-600,"2,292"
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-186,1,164,-193,34
"Lãi, lỗ từ hoạt động đầu tư","-3,690","-3,272",-710,-286,"-8,585"
Chi phí lãi vay,"1,194","1,434","1,593","2,351","2,148"
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"4,648","1,236","9,349","5,877","4,822"
"Tăng, giảm các khoản phải thu","4,112",-698,"-6,676","3,518","-8,375"
"Tăng, giảm hàng tồn kho","-8,310",350,"4,628","-11,092","-10,297"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","-13,300","9,963","-1,026","1,358","29,568"
"Tăng, giảm chi phí trả trước","2,199",73,47,"-1,080",-951
"Tăng, giảm chứng khoán kinh doanh",,,,,535
Tiền lãi vay đã trả,"-1,402","-1,647","-1,000","-1,666","-2,909"
Thuế thu nhập doanh nghiệp đã nộp,"-1,108","-2,666","-1,366","-2,990",-920
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,,,,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-13,161","6,610","3,957","-6,074","11,474"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","-12,177","-19,085","-6,601","-18,195","-11,295"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",-235,75,59,246,42
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-4,088","-2,004",-347,"-1,418","-12,654"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","2,602","1,968","2,077","25,242","8,786"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,"-10,697","-10,752","-13,062","-24,307","-13,412"
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"9,032","6,100","8,378","16,989","2,540"
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",103,46,181,214,321
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-15,461","-23,652","-9,314","-1,228","-25,672"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",-46,614,"22,756",782,4
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,"-3,199","-7,504"
3. Tiền thu từ đi vay,"36,092","14,551","4,337","10,943","33,878"
4. Tiền trả nợ gốc vay,"-8,737","-4,238","-4,708","-6,981","-10,256"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-1,065",,-924,"-1,261",-3
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"26,244","10,927","21,460",284,"16,118"
Lưu chuyển tiền thuần trong kỳ,"-2,378","-6,115","16,103","-7,018","1,921"
Tiền và tương đương tiền đầu kỳ,"15,942","13,557","7,442","23,549","16,527"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-7,,4,-4,
Tiền và tương đương tiền cuối kỳ,"13,557","7,442","23,549","16,527","18,447"
