LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2023,Q1/2024,Q2/2024,Q3/2024,Q4/2024
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"2,435","2,534","2,669","2,909","2,960"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,677,617,630,644,668
Các khoản dự phòng,509,81,14,185,811
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-68,-23,-43,182,-70
"Lãi, lỗ từ hoạt động đầu tư",-403,-338,-420,-457,-505
Chi phí lãi vay,207,138,150,129,135
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,356","3,010","3,001","3,592","3,997"
"Tăng, giảm các khoản phải thu",-205,-167,-927,"-1,242",444
"Tăng, giảm hàng tồn kho",171,-272,-24,-173,225
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","1,084","-1,998","2,032","1,663","2,233"
"Tăng, giảm chi phí trả trước",219,-67,20,-167,-204
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-320,-160,-124,-198,-124
Thuế thu nhập doanh nghiệp đã nộp,-267,-633,-234,-228,-116
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-65,-370,-14,-11,-74
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"3,972",-658,"3,729","3,236","6,382"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-936,-647,-913,-877,"-1,824"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",9,10,2,2,1
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-7,266","-8,977","-11,804","-8,248","-13,691"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","10,829","6,851","10,100","8,726","11,370"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,"-1,055",-733,-11,-94,-335
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,,48
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",650,284,607,364,341
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"2,231","-3,212","-2,019",-127,"-4,089"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,57,106
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"7,596","10,487","7,229","7,450","6,737"
4. Tiền trả nợ gốc vay,"-12,720","-7,982","-7,173","-9,460","-6,355"
5. Tiền trả nợ gốc thuê tài chính,,,,-1,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-2,-535,"-1,269",-18,"-1,470"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-5,126","1,969","-1,214","-1,972",-981
Lưu chuyển tiền thuần trong kỳ,"1,077","-1,900",496,"1,136","1,312"
Tiền và tương đương tiền đầu kỳ,"7,154","8,279","6,341","6,836","7,936"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,48,-37,-1,-37,68
Tiền và tương đương tiền cuối kỳ,"8,279","6,341","6,836","7,936","9,315"
