LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,695,754,"1,002",643,783
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,210,258,258,241,250
Các khoản dự phòng,27,67,-7,32,65
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",19,-1,14,-4,8
"Lãi, lỗ từ hoạt động đầu tư",-93,-62,-130,-94,-105
Chi phí lãi vay,107,104,99,113,100
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,965,"1,120","1,236",931,"1,101"
"Tăng, giảm các khoản phải thu",141,-620,-711,718,-829
"Tăng, giảm hàng tồn kho",393,269,-111,-311,708
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",216,"1,062",660,"-1,910",724
"Tăng, giảm chi phí trả trước",-25,52,-35,,-10
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-86,-100,-83,-117,-118
Thuế thu nhập doanh nghiệp đã nộp,-83,-194,-77,-175,-112
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-42,-42,-6,-189,-54
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,479","1,545",871,"-1,053","1,410"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-390,-342,-273,-188,-311
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",1,2,2,3,2
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-533,-172,-588,-736,834
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,,,,
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-71,-22,-221,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,99,132,25,1,1
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",74,63,108,91,111
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-821,-339,-947,-829,637
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",43,,3,16,23
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",-2,-1,1,,
3. Tiền thu từ đi vay,"4,670","4,955","7,041","6,455","4,753"
4. Tiền trả nợ gốc vay,"-4,527","-4,742","-5,631","-6,481","-5,810"
5. Tiền trả nợ gốc thuê tài chính,,,,,-554
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-398,-619,-1,-84,84
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-213,-407,"1,414",-95,"-1,505"
Lưu chuyển tiền thuần trong kỳ,446,800,"1,338","-1,977",542
Tiền và tương đương tiền đầu kỳ,"3,430","3,876","4,675","6,013","4,036"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"3,876","4,675","6,013","4,036","4,578"
