LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,882,"1,947",781,906,"1,051"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,253,296,274,286,311
Các khoản dự phòng,39,49,28,28,19
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-17,-6,36,-34,1
"Lãi, lỗ từ hoạt động đầu tư",-108,"-1,024",-173,-208,-172
Chi phí lãi vay,85,70,46,55,62
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,134","1,331",993,"1,033","1,271"
"Tăng, giảm các khoản phải thu",-549,"-1,652",431,183,-132
"Tăng, giảm hàng tồn kho",-230,-785,-118,-19,-304
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",845,"2,051",-997,483,356
"Tăng, giảm chi phí trả trước",-86,-47,-130,-94,-62
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-97,-54,-44,-49,-58
Thuế thu nhập doanh nghiệp đã nộp,-87,-120,-163,-27,-76
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-16,-6,-88,-56,-23
Lưu chuyển tiền thuần từ hoạt động kinh doanh,913,718,-118,"1,454",971
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-340,-266,-603,-658,-376
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",1,-2,,,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-123,-917,-420,420,-687
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,,,-486,486
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,,-80,-630
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,919,"-1,894",,166,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",90,116,96,98,141
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,546,"-2,962",-927,-539,"-1,066"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",1,,,27,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"5,464","4,631","2,964","2,921","2,711"
4. Tiền trả nợ gốc vay,"-5,737","-3,895","-2,161","-2,078","-2,069"
5. Tiền trả nợ gốc thuê tài chính,554,"-1,330",,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-1,096","1,096",-164,-799,-626
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-813,501,640,69,16
Lưu chuyển tiền thuần trong kỳ,646,"-1,744",-405,984,-78
Tiền và tương đương tiền đầu kỳ,"4,578","5,224","3,481","3,076","4,060"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,2,-2
Tiền và tương đương tiền cuối kỳ,"5,224","3,481","3,076","4,060","3,982"
