LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2022,Q4/2022,Q1/2023,Q2/2023,Q3/2023
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"2,028","1,997","2,121","2,218","2,429"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,455,500,510,542,558
Các khoản dự phòng,182,637,127,27,15
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",52,59,9,-101,126
"Lãi, lỗ từ hoạt động đầu tư",-497,-503,-640,-388,-545
Chi phí lãi vay,167,157,148,212,266
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"2,386","2,847","2,275","2,511","2,849"
"Tăng, giảm các khoản phải thu",-750,-960,-150,118,-926
"Tăng, giảm hàng tồn kho",11,175,-115,57,282
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","1,744",977,"-2,622",947,"1,972"
"Tăng, giảm chi phí trả trước",-170,-206,-118,11,-47
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-149,-193,-189,-161,-162
Thuế thu nhập doanh nghiệp đã nộp,-244,-581,-287,-162,-255
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-10,-21,-221,-52,-10
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2,819","2,038","-1,427","3,268","3,704"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-748,"-1,271",-624,"-1,295","-1,123"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,12,1,8
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-7,206","-7,561","-6,731","-13,959","-5,579"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","8,458","15,005","5,858","7,358","6,413"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-274,-134,-307,-132,-261
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,28,28,,,95
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",271,597,233,911,344
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,531,"6,664","-1,559","-7,117",-103
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,7,,73,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"6,165","2,889","6,698","11,616","8,361"
4. Tiền trả nợ gốc vay,"-9,702","-8,884","-6,685","-4,450","-8,697"
5. Tiền trả nợ gốc thuê tài chính,-3,-2,-2,-27,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-1,275",,-179,-378,"-2,372"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-4,815","-5,991",-168,"6,834","-2,708"
Lưu chuyển tiền thuần trong kỳ,"-1,465","2,711","-3,154","2,984",892
Tiền và tương đương tiền đầu kỳ,"5,220","3,737","6,440","3,289","6,236"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-18,-8,3,-37,25
Tiền và tương đương tiền cuối kỳ,"3,737","6,440","3,289","6,236","7,154"
