LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2020,Q2/2020,Q3/2020,Q4/2020,Q1/2021
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"2,313","2,825","2,546","3,794","2,125"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,735","-2,174","-1,891","-1,788","-1,657"
3. Thu nhập từ hoạt động dịch vụ nhận được,58,93,138,67,123
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",116,54,75,140,160
5. Thu nhập khác,147,174,210,190,27
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",12,5,18,9,22
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-499,-512,-527,-562,-567
8. Tiền thuế thu nhập thực nộp trong kỳ,-169,,-51,-141,-176
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,241,465,519,"1,709",57
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",823,337,104,-100,"-2,201"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-2,597","-2,739","-3,324","-4,269","2,807"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,-198,17,70,81
12. (Tăng)/Giảm các khoản cho vay khách hàng,"1,477",-867,133,"-10,999","-2,181"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-347,-68,-46,-239,
14. (Tăng)/Giảm khác về tài sản hoạt động,-224,46,6,176,"-1,190"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,-6,-8,-9,-10,-7
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-12,369","16,984","4,203","2,229","1,883"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"2,883","1,623","2,314","10,729","1,922"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-381,"-5,505",-878,"-1,851",-446
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,,,,
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,77,-77,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,545,-130,-157,-196,190
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-9,876","9,862","2,883","-2,749",915
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-6,-48,-25,-98,-9
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,-2,-3,-1
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,1,3,1
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,-1,,1,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,9,9,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,1,4,,
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-5,-40,-13,-97,-9
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,"1,312",95,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,"-1,312","1,312",
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,,"1,407",
IV- Lưu chuyển tiền thuần trong kỳ,"-9,882","9,822","2,870","-1,440",905
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,"28,657",,,,"30,028"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"18,775","9,822","2,870","-1,440","30,933"
