LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2015,Q3/2016,Q1/2017,Q2/2017,Q3/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"1,543","4,137",920,"1,469","1,764"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,488","-2,450","-1,190","-1,135","-1,133"
3. Thu nhập từ hoạt động dịch vụ nhận được,18,31,16,22,21
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",2,3,19,36,85
5. Thu nhập khác,1,1,,,
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,,,,
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-385,-745,-271,-289,-303
8. Tiền thuế thu nhập thực nộp trong kỳ,-18,-22,-18,-3,-7
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,-327,956,-524,102,428
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","8,395",-570,"1,632",-235,"1,435"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-2,498","-2,090","-3,277","-1,928",-539
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,,,
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-6,219","-12,394",444,"-5,294","-1,702"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-29,,,,
14. (Tăng)/Giảm khác về tài sản hoạt động,126,111,-366,346,-270
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,197,150,"2,711","-2,259",-477
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-7,886","-4,422",-101,-820,"6,286"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),731,"13,195",-584,"4,866","-1,996"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,,,,
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-2,-16,,,
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,7,10,49,-89,-30
21. Tăng/(Giảm) khác về công nợ hoạt động,57,18,66,-57,124
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-7,449","-5,054",49,"-5,368","3,258"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-3,-31,-18,-63,-10
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,-2,-1,-17,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,19,1,55,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,4
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",3,3,,2,
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,,-12,-18,-24,-6
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",-125,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,-125,,,,
IV- Lưu chuyển tiền thuần trong kỳ,"-7,574","-5,065",31,"-5,392","3,252"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,"18,628","15,876","13,829",,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"11,054","10,811","13,860","-5,392","3,252"
