LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"2,961","1,443","3,041","1,826","3,356"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,830","-1,779","-1,882","-1,672","-1,728"
3. Thu nhập từ hoạt động dịch vụ nhận được,92,47,103,136,49
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",-137,-21,79,46,296
5. Thu nhập khác,1,5,,3,"1,513"
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",10,,,10,3
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-415,-441,-462,-467,-590
8. Tiền thuế thu nhập thực nộp trong kỳ,-11,-111,-32,-4,-87
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,670,-859,847,-121,"2,813"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",-941,"2,653",-621,371,-905
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-4,095","-3,688","-1,815","2,372","8,339"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,-159,-90,146
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-6,025","-1,042","-3,015","-4,720","-4,143"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-42,-1,-268,-501,"-2,078"
14. (Tăng)/Giảm khác về tài sản hoạt động,42,-162,194,56,129
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"6,998","-7,018",-9,-9,-7
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","12,937","4,435","1,473","-2,298","-1,389"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"-7,644","2,920","2,516",973,"4,973"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-32,630,"3,622","2,834",488
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,,,,
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,-46,-4,4,,
21. Tăng/(Giảm) khác về công nợ hoạt động,57,-108,100,-70,-10
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,879","-2,243","2,868","-1,202","8,355"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,5,-9,-20,-13,-11
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,-1,,-5,-1,-2
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",11,,3,2,2
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",3,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",1,77,6,2,57
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,2,2,5,1
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,19,70,-13,-6,47
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,"1,643",,,"1,681",
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,"1,643",,,"1,681",
IV- Lưu chuyển tiền thuần trong kỳ,"3,540","-2,173","2,855",473,"8,401"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"19,102",,,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"3,540","16,928","2,855",473,"8,401"
