LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"3,760","1,951","4,887","2,151","3,690"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,939","-1,658","-1,481","-1,700","-1,269"
3. Thu nhập từ hoạt động dịch vụ nhận được,346,343,334,274,490
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",105,110,141,392,454
5. Thu nhập khác,37,22,21,11,26
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",12,26,43,36,6
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-618,-570,-719,-638,-848
8. Tiền thuế thu nhập thực nộp trong kỳ,-81,-1,-308,-271,-195
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"1,622",222,"2,917",255,"2,354"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","1,447",-987,"-5,516","3,152",-233
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,609,"-9,800","11,354","2,244","8,447"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,91,-300,320,262,-487
12. (Tăng)/Giảm các khoản cho vay khách hàng,-528,"-1,002","-15,008","-18,249",-947
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-115,-402,-48,-80,-149
14. (Tăng)/Giảm khác về tài sản hoạt động,28,-700,557,409,-451
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,-8,"1,088",895,20,-37
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","7,663","5,716",588,"19,086","-14,330"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"-7,214","2,457",-656,"-3,668","10,612"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"1,561",149,"10,724",-244,"1,012"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,,,,
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,-55,100,-111,189,-146
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"5,101","-3,460","6,015","3,377","5,645"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-33,-9,-63,-35,-58
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,-5,-1,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",181,,,1,6
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",7,15,20,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",1,,3,,8
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,150,5,-40,-35,-44
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,366,"2,040","2,720",
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,366,"2,040","2,720",
IV- Lưu chuyển tiền thuần trong kỳ,"5,251","-3,090","8,015","6,062","5,601"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,,"41,109",
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"5,251","-3,090","8,015","47,171","5,601"
