LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Đơn lẻ,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"2,241","-2,241","4,754",,"3,470"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,283","1,283","-2,648",,"-2,032"
3. Thu nhập từ hoạt động dịch vụ nhận được,40,-40,86,,79
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",32,-32,161,,5
5. Thu nhập khác,-4,4,-3,,5
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,,1,,2
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-571,571,"-1,293",,-764
8. Tiền thuế thu nhập thực nộp trong kỳ,-68,68,-94,,-116
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,387,-387,964,,648
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",640,-640,-755,,720
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-1,925","1,925","-8,010",,339
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,11,-11,-18,,29
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-6,982","6,982","-19,501",,"-6,368"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-23,23,-35,,-10
14. (Tăng)/Giảm khác về tài sản hoạt động,"-1,272","1,272","1,984",,45
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"-1,010","1,010",-518,,-347
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",-490,490,"11,850",,"6,992"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"7,343","-7,343","15,577",,"1,989"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,,,,1
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",547,-547,"1,212",,426
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,68,-68,,,101
21. Tăng/(Giảm) khác về công nợ hoạt động,221,-221,50,,52
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-2,485","2,485","2,799",,"4,617"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-13,13,-53,,-80
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,,,,
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-13,13,-53,,-80
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,403,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,-80,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,323,,
IV- Lưu chuyển tiền thuần trong kỳ,"-2,498","2,498","3,068",,"4,537"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,"19,224","-19,224","19,224",,"22,292"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"16,726","-16,726","22,292",,"26,829"
