LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q4/2013,Q1/2014,Q2/2014,Q3/2014,Q4/2014
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"3,055","3,285","4,464","3,604","2,786"
2. Chi phí lãi và các chi phí tương tự đã trả,"-2,708","-2,253","-2,016","-2,436","-2,041"
3. Thu nhập từ hoạt động dịch vụ nhận được,207,201,119,184,191
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",1,-56,80,102,99
5. Thu nhập khác,-58,,16,-32,-25
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",48,1,3,25,24
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-735,-949,-732,-785,-927
8. Tiền thuế thu nhập thực nộp trong kỳ,-99,-4,-5,-8,-65
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,-289,225,"1,929",654,41
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","1,546","1,042",-695,910,497
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-3,716","-8,678",-382,"1,869",552
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,7,-11,2,-8,3
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-2,733",280,"-3,841","-2,411","-3,161"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-352,,-35,-114,-346
14. (Tăng)/Giảm khác về tài sản hoạt động,"-1,408",-165,-497,188,447
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"1,583","-1,583",,,
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",717,"1,405","2,177","-1,342","-3,889"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"4,437","6,299","2,764","3,010","4,431"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),200,100,-300,-300,78
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",39,-2,-18,-9,-147
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,-137,414,-471,220,108
22. Chi từ các quỹ của TCTD,-9,-3,-10,-11,10
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,-115,-679,622,"2,656","-1,377"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-296,-34,-115,-122,-184
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",3,,,,10
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",-7,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",13,,,37,42
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",12,5,52,1,6
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-275,-29,-63,-84,-125
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,-637,,
5. Tiền chi ra mua cổ phiếu quỹ,,-5,-192,,-209
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,-5,-829,,-209
IV- Lưu chuyển tiền thuần trong kỳ,-390,-713,-270,"2,572","-1,711"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"9,762",,,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,-7,16,29,-29,-16
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,-397,"9,066",-241,"2,543","-1,726"
