LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2020,Q2/2020,Q3/2020,Q4/2020,Q1/2021
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"8,482","7,987","7,559","7,866","8,882"
2. Chi phí lãi và các chi phí tương tự đã trả,"-3,744","-4,358","-4,088","-4,330","-3,631"
3. Thu nhập từ hoạt động dịch vụ nhận được,371,427,492,406,625
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",636,438,199,243,244
5. Thu nhập khác,15,1,51,1,-9
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",65,21,59,63,41
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-2,250","-1,684","-1,648","-1,956","-2,962"
8. Tiền thuế thu nhập thực nộp trong kỳ,-45,,-401,"-1,188",-334
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"3,530","2,831","2,222","1,105","2,857"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","1,100","2,269","-2,998","2,016","2,560"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"3,861",285,"-11,195","-3,507","6,368"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,88,-129,86,-12,-81
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-6,093","-8,961","-13,631","-14,093","-12,832"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,-4,-14,-610,
14. (Tăng)/Giảm khác về tài sản hoạt động,411,394,-457,329,-420
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,,,,
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-5,815","-11,067","15,595","5,914","-3,540"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"4,524","17,897","4,178","18,466",-978
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"2,124",97,-208,-673,"-1,670"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-13,-9,-6,-11,-8
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,19,-19,678,-678,
21. Tăng/(Giảm) khác về công nợ hoạt động,254,404,-658,"1,062","9,009"
22. Chi từ các quỹ của TCTD,,,,-1,-1
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"3,989","3,988","-6,407","9,309","1,263"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-100,-50,-55,-218,-93
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",1,1,1,1,1
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,-1,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,7,148
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,6,,11,3
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-99,-44,-54,-199,60
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,30,-1,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,-170,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,30,-1,,-170,
IV- Lưu chuyển tiền thuần trong kỳ,"3,920","3,943","-6,460","8,940","1,323"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,"35,679",,,,"46,022"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,10,-2,12,-20,-2
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"39,609","3,941","-6,448","8,919","47,343"
