LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"9,003","8,421","7,874","9,192","9,487"
2. Chi phí lãi và các chi phí tương tự đã trả,"-4,460","-3,451","-3,678","-3,096","-4,305"
3. Thu nhập từ hoạt động dịch vụ nhận được,886,636,747,739,993
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",289,365,286,319,51
5. Thu nhập khác,-93,-10,17,33,49
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",71,52,52,335,306
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,546","-1,935","-2,108","-3,367","-1,865"
8. Tiền thuế thu nhập thực nộp trong kỳ,-88,-722,"-1,139",-562,-999
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"4,062","3,357","2,051","3,594","3,717"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","-1,657","1,235",-382,"2,671",-787
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-2,407","-2,770","-1,669","6,534","-2,305"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,53,18,-163,134,1
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-17,356","5,176","-25,421","-18,070","-15,616"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-103,-80,-243,,-42
14. (Tăng)/Giảm khác về tài sản hoạt động,438,284,319,-685,-474
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,,,,1
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","6,750","-6,762","34,070","-10,070","6,389"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"6,256","7,296","14,150","6,130","2,081"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"7,067","5,000",960,400,"3,900"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-8,-7,-8,-7,-8
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,-786,-26,-34,866,-958
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2,310","12,722","23,630","-8,504","-4,101"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-229,-50,-263,-83,-43
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",2,,1,1,1
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,-11,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,1
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",3,10,6,3,28
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-225,-40,-257,-91,-13
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,"-2,884",,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,"-2,884",,
IV- Lưu chuyển tiền thuần trong kỳ,"2,085","12,682","20,489","-8,595","-4,114"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,,"82,602",
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,13,1,-11,15,70
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"2,098","12,682","20,478","74,021","-4,044"
