LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q4/2008,Q1/2009,Q2/2009,Q3/2009,Q4/2009
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,"2,673","-2,673","-2,673","9,599"
2. Chi phí lãi và các chi phí tương tự đã trả,,"-1,638","1,638","1,638","-6,771"
3. Thu nhập từ hoạt động dịch vụ nhận được,,130,-130,-130,870
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,294,-294,-294,253
5. Thu nhập khác,,20,-20,-20,20
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,1,-1,-1,
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,-379,379,379,"-1,587"
8. Tiền thuế thu nhập thực nộp trong kỳ,,-229,229,229,-581
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,874,-874,-874,"1,803"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,"4,207","-4,207","-4,207","-1,460"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,"1,884","-1,884","-1,884","-1,839"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,38,-38,-38,38
12. (Tăng)/Giảm các khoản cho vay khách hàng,,"-2,615","2,615","2,615","-27,527"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,,,,
14. (Tăng)/Giảm khác về tài sản hoạt động,,"-6,442","6,442","6,442","-17,368"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,,,,"10,257"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",,"-8,196","8,196","8,196",548
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,"10,571","-10,571","-10,571","22,702"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,-29,29,29,"11,177"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,"-1,204","1,204","1,204",-29
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,34,-34,-34,23
21. Tăng/(Giảm) khác về công nợ hoạt động,,866,-866,-866,"16,736"
22. Chi từ các quỹ của TCTD,,-45,45,45,-80
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,,-58,58,58,"14,981"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,,-90,90,90,-365
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,-95,95,95,-261
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,872
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,2,-2,-2,126
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,,-183,183,183,373
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-484,484,484,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,"-1,131"
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,-484,484,484,"-1,131"
IV- Lưu chuyển tiền thuần trong kỳ,,-725,725,725,"14,223"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"25,703","-25,703","-25,703","25,703"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,385
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,,"24,978","-24,978","-24,978","40,311"
