LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"3,873","3,941","4,036","5,164","5,066"
2. Chi phí lãi và các chi phí tương tự đã trả,"-2,040","-2,331","-2,807","-2,450","-2,769"
3. Thu nhập từ hoạt động dịch vụ nhận được,223,236,284,248,293
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",110,238,167,157,161
5. Thu nhập khác,19,16,135,354,6
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",15,17,23,9,40
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-990,-939,"-1,100","-1,536","-1,008"
8. Tiền thuế thu nhập thực nộp trong kỳ,-74,-86,-169,-26,-109
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"1,137","1,093",568,"1,919","1,680"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",511,591,"1,066","-2,168",163
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-2,341","-2,235",-877,"-5,133","-6,025"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,1,,-16,-15,31
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-10,733","-3,523","-3,599","-14,012","-4,227"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-181,-15,"-1,134",,-27
14. (Tăng)/Giảm khác về tài sản hoạt động,-777,-765,818,-560,380
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,-515,,,655,-655
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",-139,"-5,060","-1,106","2,064","5,378"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"9,439","10,884","5,665","14,194","8,941"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),284,19,-122,-211,140
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-2,-31,-21,9,5
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,17,-3,-14,,8
21. Tăng/(Giảm) khác về công nợ hoạt động,210,504,-620,521,-266
22. Chi từ các quỹ của TCTD,-2,,-1,-3,-2
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-3,093","1,458",607,"-2,740","5,526"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-172,-74,-254,-153,-381
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",1,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,-11,-170,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,6,8,,2
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",154,,,,2
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",10,6,9,4,19
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-8,-73,-408,-149,-358
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,"2,000",,"1,054",,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,-130
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,"2,000",,"1,054",,-130
IV- Lưu chuyển tiền thuần trong kỳ,"-1,101","1,385","1,253","-2,889","5,038"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,,"14,579",
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,-17,2,9,15,-24
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"-1,118","1,387","1,262","11,705","5,015"
