LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q4/2008,Q1/2009,Q2/2009,Q3/2009,Q4/2009
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,"1,654","1,246","-2,900","6,744"
2. Chi phí lãi và các chi phí tương tự đã trả,,"-1,257",-894,"2,152","-4,774"
3. Thu nhập từ hoạt động dịch vụ nhận được,,96,293,-389,"1,036"
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,319,-179,-140,336
5. Thu nhập khác,,-7,14,-7,16
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,,,,
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,-379,-261,640,"-1,396"
8. Tiền thuế thu nhập thực nộp trong kỳ,,-67,-56,124,-349
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,360,162,-522,"1,613"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,31,"-1,690","1,658","-2,287"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,-285,-83,368,"-1,441"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,7,,-7,-603
12. (Tăng)/Giảm các khoản cho vay khách hàng,,"-5,750","-8,507","14,257","-24,651"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,,,,
14. (Tăng)/Giảm khác về tài sản hoạt động,,-177,-78,255,-435
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,,-7,6,"3,562"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",,"-3,395",356,"3,039","-1,749"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,"10,742",174,"-10,917","14,387"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,"-1,735","7,874","-6,139","14,718"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,14,-13,,961
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,145,-81,-65,
21. Tăng/(Giảm) khác về công nợ hoạt động,,96,326,-422,340
22. Chi từ các quỹ của TCTD,,-120,-15,135,-192
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,,-67,"-1,582","1,649","4,224"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,,-197,-459,656,"-1,430"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,-1,1,,35
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,-637,637,-681
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,8,653,-661,"2,029"
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,7,12,-19,61
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,,-182,-430,613,12
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,817
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,516
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,,,"1,333"
IV- Lưu chuyển tiền thuần trong kỳ,,-250,"-2,012","2,262","5,570"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"18,050",,"-18,050","18,050"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,-1,1,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,,"17,800","-2,013","-15,787","23,620"
