LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q4/2013,Q1/2014,Q2/2014,Q3/2014,Q4/2014
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"3,520","3,971","3,290","3,237","3,488"
2. Chi phí lãi và các chi phí tương tự đã trả,"-2,442","-2,321","-2,115","-2,043","-2,052"
3. Thu nhập từ hoạt động dịch vụ nhận được,195,260,231,248,289
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",16,22,61,81,36
5. Thu nhập khác,-13,9,12,20,7
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,,3,-3,6
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-964,-907,-889,"-1,016","-1,128"
8. Tiền thuế thu nhập thực nộp trong kỳ,-209,-67,-57,-181,-175
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,103,967,536,343,471
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",-646,493,-65,"1,008",333
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,-293,"-2,253","-1,619","2,724","-1,615"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,-44,39,5,-10,-2
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-1,936","-4,161","-6,767","-4,608","-7,494"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-405,,-43,,-7
14. (Tăng)/Giảm khác về tài sản hoạt động,158,-689,707,-51,-425
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,,,,
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",160,"-1,252","1,976",216,"-2,509"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"3,507","9,543","7,089","7,765","7,016"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),50,-500,,,
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-53,16,69,-993,"-1,408"
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,-6,,5,-5,
21. Tăng/(Giảm) khác về công nợ hoạt động,-294,322,-48,195,-348
22. Chi từ các quỹ của TCTD,-2,-202,-11,9,-9
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,298,"2,321","1,833","6,595","-5,997"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-118,-161,-93,-96,-173
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",3,6,1,9,1
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",4,,,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",3,8,23,14,3
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-107,-148,-68,-73,-169
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",-877,-33,-1,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,-877,-33,-1,,
IV- Lưu chuyển tiền thuần trong kỳ,-686,"2,140","1,764","6,521","-6,166"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"15,300",,,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,54,-17,3,-8,30
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,-632,,"19,190","6,513","-6,136"
