LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"7,842","8,202","8,496","9,177","8,546"
2. Chi phí lãi và các chi phí tương tự đã trả,"-4,530","-4,990","-4,746","-5,670","-5,109"
3. Thu nhập từ hoạt động dịch vụ nhận được,590,980,744,750,768
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",91,125,110,222,210
5. Thu nhập khác,475,244,331,9,230
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",148,60,29,69,93
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,916","-2,653","-1,688","-1,821","-2,812"
8. Tiền thuế thu nhập thực nộp trong kỳ,-146,-42,-250,-130,-210
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"2,553","1,925","3,026","2,606","1,718"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",-37,71,49,-186,7
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"4,131",575,-298,"1,528","-4,280"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,-16,2,17,-11,-10
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-5,623","-14,367","-8,379","-11,047","-5,492"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-1,-7,-118,,-42
14. (Tăng)/Giảm khác về tài sản hoạt động,"-2,727","2,303",-294,73,"1,534"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"5,046","-5,043",-2,4,-11
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","2,897","-4,085",-201,-22,"-1,375"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"-7,831","27,834","11,020","11,127","1,474"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-55,-8,"1,500",-46,-22
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-1,,-1,-2,-1
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,"1,179",-72,522,"-1,146",754
22. Chi từ các quỹ của TCTD,-3,-4,-17,-8,-1
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,-485,"9,122","6,823","2,870","-5,747"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-326,-200,-211,-187,-287
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",13,1,291,72,85
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",1,,,,45
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,2,1,2,
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-312,-197,81,-114,-157
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,,,
IV- Lưu chuyển tiền thuần trong kỳ,-797,"8,925","6,904","2,757","-5,905"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"20,439",,,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,-7,1,36,-41,-20
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,-804,"29,366","6,940","2,716","-5,925"
