LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"4,696","4,119","4,816","5,182","5,247"
2. Chi phí lãi và các chi phí tương tự đã trả,"-3,143","-3,424","-3,542","-3,623","-3,695"
3. Thu nhập từ hoạt động dịch vụ nhận được,374,320,458,391,467
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",219,290,-277,171,110
5. Thu nhập khác,8,23,9,23,28
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",13,3,29,8,4
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,558",-301,"-2,461",-885,"-1,993"
8. Tiền thuế thu nhập thực nộp trong kỳ,-13,-23,6,-15,-23
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,597,"1,007",-962,"1,252",145
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",226,56,-112,,-220
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-1,031","-1,012",240,"-4,300",906
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,-15,15,-25
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-10,691","-8,125","-13,780","-8,088","-13,165"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,,-37,-29,15
14. (Tăng)/Giảm khác về tài sản hoạt động,195,-734,520,954,743
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,,"3,775","-1,348","-2,427"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",189,"2,137","2,541","-2,698",417
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"5,644","5,433","6,251","11,678","14,037"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,,,"2,772",-30
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-256,-4,25,-26,-20
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,-64,14,-17,,
21. Tăng/(Giảm) khác về công nợ hoạt động,68,106,-108,335,75
22. Chi từ các quỹ của TCTD,-47,-11,-13,-6,-4
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-5,170","-1,134","-1,694",510,447
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-111,-91,-149,-122,-92
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",9,59,118,20,26
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",-1,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",23,-8,14,1,12
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-79,-40,-17,-101,-54
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,,,
IV- Lưu chuyển tiền thuần trong kỳ,"-5,249","-1,174","-1,712",409,393
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,,"17,213",-13
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,-89,-221,378,-49,-18
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"-5,339","-1,395","-1,333","17,573",362
