LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,105",700,724,562,994
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,70,54,50,64,58
Các khoản dự phòng,-75,,-1,,18
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,,,,
"Lãi, lỗ từ hoạt động đầu tư","-1,168",-466,-356,-44,-380
Chi phí lãi vay,171,182,178,167,116
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,421,-55,21,34,200
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,524,416,616,784,"1,006"
"Tăng, giảm các khoản phải thu",915,822,204,238,55
"Tăng, giảm hàng tồn kho","5,855",-630,"-1,078",-83,-68
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","-7,671",12,257,-51,"1,615"
"Tăng, giảm chi phí trả trước",55,11,42,-7,1
"Tăng, giảm chứng khoán kinh doanh",,,5,-1,1
Tiền lãi vay đã trả,58,-138,-281,-758,363
Thuế thu nhập doanh nghiệp đã nộp,-30,-129,-101,-101,-38
Tiền thu khác từ hoạt động kinh doanh,-4,28,-28,4,-4
Tiền chi khác cho hoạt động kinh doanh,"1,320",-405,360,-32,27
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,023",-14,-3,-7,"2,957"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",550,-33,-25,-35,-71
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",26,,5,-2,5
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",206,-148,87,-522,570
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",-51,93,-88,413,-305
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-160,,,-210,-536
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,-3,,527,360,2
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","1,447",101,389,-117,-178
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"2,015",13,895,-113,-511
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",-4,32,-32,193,31
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"1,504","1,246","2,333",861,"3,182"
4. Tiền trả nợ gốc vay,"-4,959","-1,167","-3,319","-1,870","-6,258"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",202,,,-559,-50
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-3,257",111,"-1,019","-1,374","-3,096"
Lưu chuyển tiền thuần trong kỳ,-219,110,-126,"-1,494",-650
Tiền và tương đương tiền đầu kỳ,"2,776","2,578","2,687","2,561","1,067"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"2,578","2,687","2,561","1,067",417
