LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2011,Q1/2012,Q2/2012,Q3/2012,Q4/2012
Giai đoạn,01/07-30/09,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"6,172","2,946","3,129","3,178","3,097"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,"2,051",731,826,757,774
Các khoản dự phòng,8,,,,102
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",453,,,-1,-4
"Lãi, lỗ từ hoạt động đầu tư",-645,33,-616,588,"-1,073"
Chi phí lãi vay,346,149,65,235,1
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"8,385","3,859","3,404","4,757","2,897"
"Tăng, giảm các khoản phải thu","-9,118","-6,657","2,261","5,297",578
"Tăng, giảm hàng tồn kho",-883,-215,315,-938,257
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","5,937","5,709","-2,526","7,227","-12,964"
"Tăng, giảm chi phí trả trước",361,244,115,263,460
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-374,-156,-50,-213,-110
Thuế thu nhập doanh nghiệp đã nộp,-506,-374,-476,-916,-216
Tiền thu khác từ hoạt động kinh doanh,"3,545","9,592","-9,589","27,742","-27,707"
Tiền chi khác cho hoạt động kinh doanh,"-3,754","-10,633","10,394","-41,291","41,198"
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"3,592","1,369","3,848","1,928","4,393"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","-4,762",-43,-952,743,"-2,163"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,,18,2
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-3,169","-10,727","10,474","-12,372","12,448"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4,065","10,464","-10,124","12,427","-12,223"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,"-1,062",-140,140,-771,771
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,668,9,-9,138,-138
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",827,255,367,194,304
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-3,432",-181,-103,378,-999
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",310,332,-332,674,-674
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,-53,53,,
3. Tiền thu từ đi vay,"5,991",194,496,651,996
4. Tiền trả nợ gốc vay,"-3,235",-282,"-1,198",-653,"-2,050"
5. Tiền trả nợ gốc thuê tài chính,-78,-250,236,-415,389
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-251,-110,"-2,154","-2,080","-1,700"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"2,737",-168,"-2,899","-1,822","-3,039"
Lưu chuyển tiền thuần trong kỳ,"2,898","1,019",845,484,355
Tiền và tương đương tiền đầu kỳ,"5,372","9,786","10,805","11,910","12,394"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-2,,,,4
Tiền và tương đương tiền cuối kỳ,"8,268","10,805","11,910","12,394","12,753"
