LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q1/2020,Q2/2020,Q3/2020,Q4/2020,Q1/2021
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"2,968","2,278","2,605","2,127","2,637"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,619,627,609,699,791
Các khoản dự phòng,19,414,,500,-1
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",38,-36,-13,30,-6
"Lãi, lỗ từ hoạt động đầu tư",-382,-316,-495,-123,-261
Chi phí lãi vay,34,26,16,25,53
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,295","2,994","2,722","3,258","3,214"
"Tăng, giảm các khoản phải thu","-1,600","1,200",-560,-1,"-2,741"
"Tăng, giảm hàng tồn kho",-359,395,-223,103,-316
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","2,063",-678,58,"-1,635","1,776"
"Tăng, giảm chi phí trả trước",57,-13,8,-221,-26
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-3,-55,-1,-35,-44
Thuế thu nhập doanh nghiệp đã nộp,-734,-598,-450,-309,-461
Tiền thu khác từ hoạt động kinh doanh,440,-440,14,-14,89
Tiền chi khác cho hoạt động kinh doanh,-752,598,"-1,118",-76,-117
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2,408","3,403",449,"1,070","1,375"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-754,"-1,046","-1,598",-776,"-1,812"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,,27,210
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-7,765","7,765","-14,064","-15,090","-10,419"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","6,669","-6,669","19,066","12,800","10,340"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",417,423,366,329,260
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,"3,806","-3,806",,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-1,433","4,278",-37,"-2,710","-1,422"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,82,115,657,"1,348","1,424"
4. Tiền trả nợ gốc vay,-245,-541,-254,-979,-156
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-12,,"-6,526",-312,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-175,-426,"-6,124",57,"1,268"
Lưu chuyển tiền thuần trong kỳ,800,"7,255","-5,711","-1,582","1,220"
Tiền và tương đương tiền đầu kỳ,"4,476","5,277","12,532","6,820","5,237"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,1,-1,,,
Tiền và tương đương tiền cuối kỳ,"5,277","12,532","6,820","5,237","6,458"
