LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2022,Q4/2022,Q1/2023,Q2/2023,Q3/2023
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"3,851","4,173","4,267","3,999","3,009"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,845,723,791,735,755
Các khoản dự phòng,-22,276,-12,176,137
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",103,-84,-25,47,98
"Lãi, lỗ từ hoạt động đầu tư",-575,-181,-481,-562,-800
Chi phí lãi vay,68,96,62,62,106
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"4,271","5,003","4,601","4,458","3,304"
"Tăng, giảm các khoản phải thu","3,375","1,446","-1,280","-1,274","2,643"
"Tăng, giảm hàng tồn kho",-433,"-1,534","1,959",-187,-65
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","-1,946","-2,467","-1,860","1,254",-921
"Tăng, giảm chi phí trả trước",-178,801,303,754,-566
"Tăng, giảm chứng khoán kinh doanh",,,5,-5,
Tiền lãi vay đã trả,-112,-205,-15,-210,-1
Thuế thu nhập doanh nghiệp đã nộp,"-1,247",-829,-760,-837,-790
Tiền thu khác từ hoạt động kinh doanh,-11,11,-4,4,-67
Tiền chi khác cho hoạt động kinh doanh,-42,-381,-124,-250,-15
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"3,676","1,846","2,824","3,707","3,522"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-305,-571,-532,-245,-218
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,1,,,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-8,691","-7,129","-10,402","-14,787","-12,161"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","10,384","9,525","9,896","10,751","11,451"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-40,40,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",671,68,370,411,946
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"2,017","1,934",-668,"-3,869",18
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",133,-40,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,658,20,15,,53
4. Tiền trả nợ gốc vay,-6,"-2,864",-6,-57,-22
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-5,865",-12,,,"-5,219"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-5,079","-2,897",10,-57,"-5,188"
Lưu chuyển tiền thuần trong kỳ,614,884,"2,166",-219,"-1,648"
Tiền và tương đương tiền đầu kỳ,"9,055","10,206","10,550","12,714","12,499"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,5,-8,-2,5,
Tiền và tương đương tiền cuối kỳ,"10,206","10,549","12,714","12,499","10,852"
