LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2013,Q1/2014,Q2/2014,Q3/2014,Q4/2014
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"2,757","3,997","4,094","3,820","6,080"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,916,858,833,888,889
Các khoản dự phòng,-217,-4,-14,136,-98
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-46,1,29,-9,44
"Lãi, lỗ từ hoạt động đầu tư",-251,-284,-306,-308,-224
Chi phí lãi vay,105,108,97,102,59
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,264","4,676","4,733","4,628","6,750"
"Tăng, giảm các khoản phải thu",47,94,272,"-1,047","1,608"
"Tăng, giảm hàng tồn kho","-1,082",981,-87,-127,-152
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","1,856",-701,"-2,015","2,788","-2,541"
"Tăng, giảm chi phí trả trước",220,396,331,-342,146
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-131,-85,-125,-69,-100
Thuế thu nhập doanh nghiệp đã nộp,-715,-579,-789,-825,-788
Tiền thu khác từ hoạt động kinh doanh,-393,403,-403,697,-697
Tiền chi khác cho hoạt động kinh doanh,318,-509,340,-529,370
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"3,384","4,676","2,256","5,174","4,596"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-959,-381,-271,"-1,152","-1,056"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",1,,,59,-50
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-670,-300,-11,"-4,639","4,400"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",180,,68,"3,632","-3,672"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,400,-89,89,-198,198
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,-43,5,-5,65,-65
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",198,332,244,359,178
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-892,-433,113,"-1,872",-69
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",-400,89,-89,139,-139
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"2,292",716,"1,930","1,924","1,674"
4. Tiền trả nợ gốc vay,"-2,940",-892,"-2,150","-1,453","-1,644"
5. Tiền trả nợ gốc thuê tài chính,208,-8,-11,-71,37
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-1,637","-1,022","-3,147",-910,"-3,045"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,-583
Lưu chuyển tiền thuần từ hoạt động tài chính,"-2,476","-1,117","-3,468",-370,"-3,700"
Lưu chuyển tiền thuần trong kỳ,16,"3,126","-1,099","2,931",828
Tiền và tương đương tiền đầu kỳ,"18,277","18,293","21,418","20,321","23,250"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,-1,2,-2,2
Tiền và tương đương tiền cuối kỳ,"18,293","21,418","20,321","23,250","24,080"
