LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2012,Q4/2012,Q1/2013,Q2/2013,Q3/2013
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,Deloitte,,
Ý kiến kiểm toán,,,Chấp nhận toàn phần,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"3,178","3,097","5,383","3,700","3,743"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,757,774,761,862,799
Các khoản dự phòng,,102,1,18,246
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-1,-4,25,47,-14
"Lãi, lỗ từ hoạt động đầu tư",588,"-1,073",-254,-298,-356
Chi phí lãi vay,235,1,90,120,105
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"4,757","2,897","6,005","4,449","4,523"
"Tăng, giảm các khoản phải thu","5,297",578,"-1,233",748,-110
"Tăng, giảm hàng tồn kho",-938,257,776,-802,254
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","7,227","-12,964","-1,233",965,"-1,069"
"Tăng, giảm chi phí trả trước",263,460,311,330,59
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-213,-110,-90,-158,-71
Thuế thu nhập doanh nghiệp đã nộp,-916,-216,-578,"-1,014",-698
Tiền thu khác từ hoạt động kinh doanh,"27,742","-27,707",60,-33,421
Tiền chi khác cho hoạt động kinh doanh,"-41,291","41,198",-103,-254,-256
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,928","4,393","3,916","4,232","3,053"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",743,"-2,163",-400,-447,-565
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",18,2,,,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-12,372","12,448",-388,387,-83
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","12,427","-12,223",397,-349,178
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-771,771,,,-400
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,138,-138,,,43
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",194,304,277,295,341
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,378,-999,-113,-113,-486
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",674,-674,,,400
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,651,996,532,533,"2,253"
4. Tiền trả nợ gốc vay,-653,"-2,050","-1,093",-951,"-2,333"
5. Tiền trả nợ gốc thuê tài chính,-415,389,-40,40,-238
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-2,080","-1,700",,"-1,914","-2,153"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-1,822","-3,039",-601,"-2,293","-2,071"
Lưu chuyển tiền thuần trong kỳ,484,355,"3,202","1,826",495
Tiền và tương đương tiền đầu kỳ,"11,910","12,394","12,753","15,956","17,781"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,4,,-1,
Tiền và tương đương tiền cuối kỳ,"12,394","12,753","15,956","17,781","18,277"
