LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,964","1,336","3,902","2,785","2,380"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,"1,013",783,781,796,661
Các khoản dự phòng,-34,155,-102,65,150
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-1,-3,117,-1,-5
"Lãi, lỗ từ hoạt động đầu tư",54,-647,77,-221,-271
Chi phí lãi vay,107,83,99,64,90
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,18,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,104","1,707","4,891","3,488","3,005"
"Tăng, giảm các khoản phải thu","-2,195","1,303","-2,788",638,"2,097"
"Tăng, giảm hàng tồn kho",-37,-13,128,-177,78
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","1,500",-641,"-1,383","2,251",-120
"Tăng, giảm chi phí trả trước",84,-586,537,268,-236
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-65,-105,-63,-117,-79
Thuế thu nhập doanh nghiệp đã nộp,-600,-261,-329,-781,-542
Tiền thu khác từ hoạt động kinh doanh,-150,62,-62,6,-6
Tiền chi khác cho hoạt động kinh doanh,-128,-39,112,-95,-252
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,512","1,427","1,043","5,480","3,945"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-910,-869,-468,"-1,078",-235
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,1,5,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-803,544,"-2,269","-4,420","-2,404"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",794,121,"1,700",1,"1,199"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,487,-487,487,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,-219,715,-632,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",239,308,252,179,237
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-412,331,-929,"-5,312","-1,204"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,836,"1,987","1,857","2,210","5,832"
4. Tiền trả nợ gốc vay,-159,"-2,494","-1,609","-1,047","-5,560"
5. Tiền trả nợ gốc thuê tài chính,-10,-9,-8,-5,-5
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-2,345","-1,209","-3,964",-702,"-2,656"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-1,678","-1,725","-3,724",456,"-2,388"
Lưu chuyển tiền thuần trong kỳ,-578,33,"-3,610",625,353
Tiền và tương đương tiền đầu kỳ,"17,979","17,114","17,064","13,595","14,217"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-6,1,,-4,3
Tiền và tương đương tiền cuối kỳ,"17,114","17,064","13,538","14,217","14,515"
