LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q4/2013,Q1/2014,Q2/2014,Q3/2014,Q4/2014
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"2,913","3,666","3,365","2,303","3,649"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,796","-1,794","-1,370","-1,309","-1,675"
3. Thu nhập từ hoạt động dịch vụ nhận được,136,205,247,275,222
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",-99,71,78,56,220
5. Thu nhập khác,-311,-217,-284,-303,-369
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",64,29,107,17,67
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-667,-405,-549,80,-720
8. Tiền thuế thu nhập thực nộp trong kỳ,-207,-82,-161,-196,-158
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,33,"1,473","1,433",923,"1,235"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","-1,092","1,885","6,530","2,292","-1,248"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-5,578","-1,146","-3,806","-2,324","-3,588"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,,,-5
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-6,868",-279,"-6,529","2,155","-8,173"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-591,-79,-890,-202,-197
14. (Tăng)/Giảm khác về tài sản hoạt động,"2,809",441,"-1,041",-491,"2,166"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,,,,
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","9,186","-5,887","-8,149","-3,465",682
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),177,"8,890","12,696","2,761","7,173"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,11,-11,,
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",25,,38,-82,91
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,-9,3,-18,1,-5
21. Tăng/(Giảm) khác về công nợ hoạt động,"1,551","-1,216",486,402,"3,863"
22. Chi từ các quỹ của TCTD,-50,-30,-13,-667,594
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,-406,"4,066",727,"1,303","2,588"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-76,-40,-103,-68,-149
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",8,2,-2,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,-2,2,
4. Mua sắm bất động sản đầu tư,,,,,-94
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",-32,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",-1,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,73,8,-62,75
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",19,2,42,3,23
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-83,38,-58,-125,-146
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,631,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,11
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",-850,,,,-812
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,-18,,10,-10,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,-236,,10,-10,-801
IV- Lưu chuyển tiền thuần trong kỳ,-726,"4,104",679,"1,168","1,641"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"12,541",,,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,-726,"16,645",679,"1,168","1,641"
