LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2011,Q2/2011,Q3/2011,Q4/2011,Q1/2012
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"3,200","6,794","3,541","3,320","3,593"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,862","-4,031","-2,055","-2,151","-2,455"
3. Thu nhập từ hoạt động dịch vụ nhận được,176,328,107,155,208
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",-184,-199,-468,545,-18
5. Thu nhập khác,238,446,407,-637,-33
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",6,6,8,18,-225
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-399,-876,-712,-189,-218
8. Tiền thuế thu nhập thực nộp trong kỳ,-269,-400,-131,-123,-414
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,906,"2,067",697,940,438
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","1,593","5,061","4,144","-5,373","-5,369"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,,,,
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,,23,
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-4,113","-4,700","-1,893","-3,227","-2,366"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,9,372,291,"-1,058",-9
14. (Tăng)/Giảm khác về tài sản hoạt động,"-2,184","-2,453",-822,"-1,017","-3,702"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"-2,957","-8,269",,-500,
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",-296,"2,364","-7,263","12,195","-3,583"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"5,962","6,694","3,825","13,039","5,269"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-629,-352,"-1,837","1,837",
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",60,216,532,-508,185
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,,"2,794",
21. Tăng/(Giảm) khác về công nợ hoạt động,"6,303","8,727","3,815","-5,497","5,490"
22. Chi từ các quỹ của TCTD,-123,-195,-51,-226,25
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"4,530","9,532","1,438","13,422","-3,622"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-48,-285,-141,65,-44
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",2,,-87,864,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,"1,478","-3,903",
4. Mua sắm bất động sản đầu tư,,-359,-353,352,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",-362,,,,"-5,803"
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,6
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",-279,"-2,492","-2,769","2,697",147
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",478,,521,-521,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",-28,-34,7,36,21
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-237,"-3,171","-1,344",-412,"-5,673"
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,352,27,"2,785"
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",-322,-322,-331,-925,219
5. Tiền chi ra mua cổ phiếu quỹ,175,,,-6,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,-147,-322,20,-905,"3,004"
IV- Lưu chuyển tiền thuần trong kỳ,"4,146","6,040",114,"12,105","-6,291"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,"29,204","29,204",,,"43,561"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"33,350","35,244",114,"12,105","37,270"
