LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2023,Q1/2024,Q2/2024,Q3/2024,Q4/2024
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,219,"1,206","1,516","1,068","1,035"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,673,719,678,710,806
Các khoản dự phòng,-21,63,11,80,67
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",86,102,45,20,-141
"Lãi, lỗ từ hoạt động đầu tư",-274,-519,-299,-283,-627
Chi phí lãi vay,329,267,243,304,323
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,011","1,838","2,194","1,899","1,464"
"Tăng, giảm các khoản phải thu",259,33,-246,325,101
"Tăng, giảm hàng tồn kho","1,191","1,269",-559,-892,-454
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",-667,"2,010","1,704",193,-388
"Tăng, giảm chi phí trả trước",-43,65,35,33,-6
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-476,-275,-239,-321,-307
Thuế thu nhập doanh nghiệp đã nộp,-109,-99,-263,-317,-280
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,,,,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,167","4,842","2,626",921,128
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",84,-23,-25,-193,-63
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",18,10,23,14,7
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-8,000","-12,857","-12,887","-7,207","-13,878"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","7,486","7,496","10,310","9,836","6,116"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-106,,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,"1,777","-1,777"
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",264,520,835,"-1,355","2,378"
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,-1,,,1,-2
Lưu chuyển tiền thuần từ hoạt động đầu tư,-253,"-4,853","-1,745","2,873","-7,218"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,"1,773",5,-7,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",-2,-2,-3,,-4
3. Tiền thu từ đi vay,"23,386","18,108","17,222","18,967","20,459"
4. Tiền trả nợ gốc vay,"-21,284","-19,664","-17,898","-18,048","-17,421"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,,,-731,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"2,100",217,-675,181,"3,034"
Lưu chuyển tiền thuần trong kỳ,"3,014",205,206,"3,976","-4,055"
Tiền và tương đương tiền đầu kỳ,"2,352","5,366","5,571","5,776","9,752"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"5,366","5,571","5,776","9,752","5,697"
