LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Soát xét,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,EY,,,
Ý kiến kiểm toán,,Chấp nhận toàn phần,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,919,"1,341","1,396","1,137","1,180"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,337,311,327,369,435
Các khoản dự phòng,16,-29,-10,70,59
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,,,,
"Lãi, lỗ từ hoạt động đầu tư",-35,-34,-66,-127,-114
Chi phí lãi vay,111,133,134,145,156
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,348","1,723","1,780","1,594","1,716"
"Tăng, giảm các khoản phải thu",-264,-218,712,55,"-1,225"
"Tăng, giảm hàng tồn kho","-4,154",869,212,-646,"-8,809"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","3,486","-1,638","1,354","-1,117","4,225"
"Tăng, giảm chi phí trả trước",-7,,-89,-9,-129
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-136,-96,-161,-148,-133
Thuế thu nhập doanh nghiệp đã nộp,-271,-191,-271,-260,-370
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,,-10,,,-5
Lưu chuyển tiền thuần từ hoạt động kinh doanh,3,440,"3,537",-532,"-4,731"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-462,-357,-529,-872,"-1,309"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",-2,6,-6,,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-86,"-3,793","-2,289","-1,534","-1,381"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,14,-14,"3,392","2,520"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",38,35,-3,125,123
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,695,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,183,"-4,095","-2,841","1,111",-48
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",126,,,4,86
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,-2,-1,-1,
3. Tiền thu từ đi vay,"7,104","11,469","10,162","10,180","14,095"
4. Tiền trả nợ gốc vay,"-8,738","-8,721","-9,746","-10,358","-9,977"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-1,-1,-657,,-7
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,2,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-1,506","2,745",-242,-175,"4,196"
Lưu chuyển tiền thuần trong kỳ,"-1,320",-910,454,404,-582
Tiền và tương đương tiền đầu kỳ,"5,070","3,750","2,839","3,293","3,697"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"3,750","2,839","3,293","3,697","3,115"
