LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2009,Q3/2009,Q4/2009,Q1/2010,Q2/2010
Giai đoạn,01/01-31/03,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,"-8,192","10,063","5,088","12,334"
2. Chi phí lãi và các chi phí tương tự đã trả,,"6,017","-6,284","-3,189","-8,166"
3. Thu nhập từ hoạt động dịch vụ nhận được,,-262,388,317,662
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,-95,209,131,35
5. Thu nhập khác,,-14,3,-41,-62
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,-317,466,90,231
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,"2,028","-2,198","-1,840","-2,655"
8. Tiền thuế thu nhập thực nộp trong kỳ,,470,-285,-656,-835
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,-364,"2,362",-101,"1,545"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,"2,382","1,745","-1,597","-2,729"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,789,"-3,234","-5,197","-15,832"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,-87,-75,56,69
12. (Tăng)/Giảm các khoản cho vay khách hàng,,"17,478","-24,940","-13,532","-23,921"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,,"-1,070",112,
14. (Tăng)/Giảm khác về tài sản hoạt động,,"4,167","2,516","-2,115",-981
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,-619,"12,330","4,675","13,193"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",,"1,948","8,136","-2,318","4,488"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,"-17,779","9,117","8,160","6,601"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,-402,"4,724",628,"9,290"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,"-1,974","-7,667","-9,059","-9,521"
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,-316,-96,-220,-220
21. Tăng/(Giảm) khác về công nợ hoạt động,,"-5,155","-2,985","12,763","22,090"
22. Chi từ các quỹ của TCTD,,559,-101,-183,-234
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,,627,759,"-7,927","3,837"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,,606,"-1,119",-72,-481
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,-18,7,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,15,-223,-23,-53
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,31,81
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,-1,5,1,61
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,,602,"-1,330",-62,-392
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,-13,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,-13,,,
IV- Lưu chuyển tiền thuần trong kỳ,,"1,216",-571,"-7,989","3,444"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"-32,113","30,897","30,326","30,326"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,"5,714","3,197"
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,,"-30,897","30,326","28,052","36,968"
