LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,411","1,553","1,409","1,570","1,276"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,149,162,157,157,159
Các khoản dự phòng,-10,114,-1,-36,14
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,,,,
"Lãi, lỗ từ hoạt động đầu tư",-271,-297,-227,-55,-442
Chi phí lãi vay,9,9,10,8,9
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,-160,160
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,287","1,542","1,348","1,484","1,176"
"Tăng, giảm các khoản phải thu",640,-65,234,-68,25
"Tăng, giảm hàng tồn kho",-258,232,-205,58,-111
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",-314,596,-786,459,-32
"Tăng, giảm chi phí trả trước",95,-142,-14,93,50
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-27,-10,-10,-9,-9
Thuế thu nhập doanh nghiệp đã nộp,-65,-99,-412,-205,-270
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-82,-56,-207,-72,-29
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,276","1,998",-52,"1,740",800
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-33,-41,-100,-33,-67
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,1,,1,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-5,180","5,180",-133,"-4,579","-2,468"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","3,203",690,"2,086","2,231","1,555"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,-20,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,7,23,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",227,93,156,280,206
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,103,"-7,278",,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-1,673","-1,353","2,009","-2,099",-775
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",-62,67,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",67,-67,,,
3. Tiền thu từ đi vay,856,898,868,818,799
4. Tiền trả nợ gốc vay,-971,"-1,022",-784,"-1,068",-653
5. Tiền trả nợ gốc thuê tài chính,,,"-1,436","1,436",
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",1,-808,,"-1,517",-127
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-108,-932,"-1,352",-331,18
Lưu chuyển tiền thuần trong kỳ,-506,-286,605,-689,44
Tiền và tương đương tiền đầu kỳ,"5,060","4,555","4,269","4,873","4,184"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"4,555","4,269","4,873","4,184","4,228"
