LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,759","1,526","1,197","1,448","1,665"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,178,155,159,157,157
Các khoản dự phòng,-7,-6,-1,1,-23
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,,,,
"Lãi, lỗ từ hoạt động đầu tư",-303,-371,-289,-173,-179
Chi phí lãi vay,31,19,17,11,13
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,658","1,323","1,083","1,444","1,632"
"Tăng, giảm các khoản phải thu",-161,"-1,258","1,075",237,-624
"Tăng, giảm hàng tồn kho",-289,-250,-129,-80,157
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",143,696,"-2,974",-681,69
"Tăng, giảm chi phí trả trước",81,8,-196,-6,35
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-30,-16,-23,-13,5
Thuế thu nhập doanh nghiệp đã nộp,-155,-325,-257,-70,-61
Tiền thu khác từ hoạt động kinh doanh,-20,82,-82,,
Tiền chi khác cho hoạt động kinh doanh,-188,131,-274,-109,-143
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,037",391,"-1,777",722,"1,072"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-103,-3,-131,-39,-37
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",-47,,40,,14
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-823,"-1,378","2,837",-358,358
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",755,38,"-1,042","1,067","-1,067"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-3,,-25,-4,-20
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,8,4,565,37,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",378,220,159,103,254
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,"-2,225",,-103
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,165,"-1,119",177,806,-601
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,6,,62
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,11,-11
3. Tiền thu từ đi vay,983,780,"1,146",483,"1,305"
4. Tiền trả nợ gốc vay,"-1,382",-964,"-1,090","-1,187",-844
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-259,"-1,667","-1,832",-199,-3
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-658,"-1,851","-1,769",-892,509
Lưu chuyển tiền thuần trong kỳ,545,"-2,579","-3,369",636,980
Tiền và tương đương tiền đầu kỳ,"8,848","9,392","6,814","3,445","4,081"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"9,392","6,814","3,445","4,081","5,060"
