LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q1/2015,Q2/2015,Q3/2015,Q4/2015,Q1/2016
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,158,752,683,"1,635",515
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,347,444,510,513,533
Các khoản dự phòng,31,20,48,45,12
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",49,59,-82,-8,2
"Lãi, lỗ từ hoạt động đầu tư",,-252,-127,"-1,420",-336
Chi phí lãi vay,400,571,508,946,688
"Lãi, lỗ từ thanh lý TSCĐ",,2,10,-12,
Thu nhập lãi vay và cổ tức,-136,-384,-309,830,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,-103,103,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,745,"1,315","1,241","2,529","1,415"
"Tăng, giảm các khoản phải thu",-79,28,-656,795,-191
"Tăng, giảm hàng tồn kho",-406,-500,"1,117",72,748
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",79,897,-115,410,"-1,120"
"Tăng, giảm chi phí trả trước",112,-128,199,-201,-190
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-856,-15,-734,-713,-494
Thuế thu nhập doanh nghiệp đã nộp,-724,-138,-143,-302,-306
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-1,-4,-5,4,-7
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-1,129","1,455",904,"2,593",-144
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-492,"-1,134","-1,432",-800,-813
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,2,,4,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,"-8,186",-199,"-53,844","-27,098"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","2,625","-1,269",,"56,018","28,816"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,"-2,249",3,"-1,463","-19,724"
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,-372,"3,501","-1,182","1,590",85
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",120,407,342,-101,609
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,"2,697",476,"-3,172",
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"1,881","-6,230","-1,993","-1,768","-18,124"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,148,117,"14,370"
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,-267
3. Tiền thu từ đi vay,"4,163","13,869","12,842","8,679","6,769"
4. Tiền trả nợ gốc vay,"-5,332","-3,657","-14,159","-8,593","-6,210"
5. Tiền trả nợ gốc thuê tài chính,,,,,-3
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-635,-75,69,-26
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-1,169","9,578","-1,245",272,"14,632"
Lưu chuyển tiền thuần trong kỳ,-417,"4,803","-2,334","1,097","-3,636"
Tiền và tương đương tiền đầu kỳ,"5,166","4,750","9,555","7,232","8,324"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,1,3,11,-5,-1
Tiền và tương đương tiền cuối kỳ,"4,750","9,555","7,232","8,324","4,687"
