LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,277","1,227","1,427",351,353
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,575,624,647,639,626
Các khoản dự phòng,38,21,54,1,43
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-2,3,21,3,-10
"Lãi, lỗ từ hoạt động đầu tư",-402,-477,-452,-439,-473
Chi phí lãi vay,709,842,872,892,895
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"2,196","2,240","2,569","1,448","1,434"
"Tăng, giảm các khoản phải thu",323,133,-40,-28,76
"Tăng, giảm hàng tồn kho",-321,"-1,432",-20,-495,630
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",763,38,792,"-1,727",222
"Tăng, giảm chi phí trả trước",57,8,19,38,-68
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-933,-442,"-1,089",-583,"-1,181"
Thuế thu nhập doanh nghiệp đã nộp,-146,-171,-273,-230,-114
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-6,-1,,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,933",372,"1,957","-1,578","1,000"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-710,-689,-709,-526,-688
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",7,,6,1,4
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-19,882","-20,949","67,928","-2,031","-1,078"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","23,690","20,900","-73,407","1,996","1,972"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,"-2,194",-426,"-2,728",,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,121,,12,,8
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",163,157,187,113,123
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,"7,479",,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"1,195","-1,005","-1,230",-446,341
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",71,,"1,139",,"3,400"
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,-403,-238,,
3. Tiền thu từ đi vay,"5,602","8,641","8,005","6,105","5,596"
4. Tiền trả nợ gốc vay,"-4,859","-4,390","-8,167","-7,728","-11,119"
5. Tiền trả nợ gốc thuê tài chính,-3,-4,-4,-4,-4
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-89,-28,-34,"-2,449",-230
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,722,"3,816",701,"-4,076","-2,357"
Lưu chuyển tiền thuần trong kỳ,"3,851","3,183","1,428","-6,100","-1,016"
Tiền và tương đương tiền đầu kỳ,"4,687","8,540","11,723","13,149","7,048"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,3,,-2,-1,3
Tiền và tương đương tiền cuối kỳ,"8,540","11,723","13,149","7,048","6,034"
