LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2011,Q3/2011,Q4/2011,Q1/2012,Q2/2012
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,537,634,"1,264",554,770
2. Điều chỉnh cho các khoản,,,,-349,349
Khấu hao TSCĐ và BĐSĐT,26,27,60,84,96
Các khoản dự phòng,26,53,8,2,18
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",17,-10,-36,3,-3
"Lãi, lỗ từ hoạt động đầu tư",-322,409,"-1,427",-92,-545
Chi phí lãi vay,76,-740,897,112,48
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,360,372,766,314,733
"Tăng, giảm các khoản phải thu",254,-136,94,-108,274
"Tăng, giảm hàng tồn kho",-158,-92,116,-192,-136
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",732,-41,280,50,-194
"Tăng, giảm chi phí trả trước",1,,,,
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-77,-89,54,-33,-157
Thuế thu nhập doanh nghiệp đã nộp,-1,-16,-17,-161,-48
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-6,-2,1,2,-13
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,105",-4,"1,293",-128,459
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-371,-521,"-1,152","-1,169",-845
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",-715,716,2,1,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-229,285,,"-1,413","-11,890"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",715,,,"1,095","11,253"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-683,-300,"-45,505",-48,421
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,"-18,213","18,213","46,145",33,-81
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","18,545","-17,997",337,286,258
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,427,,
10. Tiền thu khác từ hoạt động đầu tư,334,-334,,,
11. Tiền chi khác cho hoạt động đầu tư,,"-1,840",-768,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-617,"-1,780",-514,"-1,216",-884
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","3,310",-84,"-5,329",,411
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,"5,329",,13
3. Tiền thu từ đi vay,494,"3,430",908,"6,120",-657
4. Tiền trả nợ gốc vay,193,,"-1,881",-883,-850
5. Tiền trả nợ gốc thuê tài chính,,"-1,831","1,831",,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,,,,-16
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,-957,957,,,"-3,022"
Lưu chuyển tiền thuần từ hoạt động tài chính,"3,041","2,473",858,"5,237","-4,121"
Lưu chuyển tiền thuần trong kỳ,"3,529",689,"1,637","3,894","-4,546"
Tiền và tương đương tiền đầu kỳ,"3,703","7,230","7,930","9,574","13,467"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-2,11,6,,
Tiền và tương đương tiền cuối kỳ,"7,230","7,930","9,574","13,467","8,921"
