LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2010,Q2/2010,Q3/2010,Q4/2010,Q1/2011
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,"9,203","-9,203","19,847","7,600"
2. Chi phí lãi và các chi phí tương tự đã trả,,"-4,197","4,197","-11,603","-4,992"
3. Thu nhập từ hoạt động dịch vụ nhận được,,511,-511,"1,416",245
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,426,-426,904,509
5. Thu nhập khác,,12,-12,245,-39
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,96,-96,334,74
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,"-1,717","1,717","-3,970",-958
8. Tiền thuế thu nhập thực nộp trong kỳ,,-755,755,"-1,337",-293
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,"3,580","-3,580","5,836","2,147"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,"1,743","-1,743","1,967","-2,224"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,80,-80,"6,046","-6,896"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,,,-4
12. (Tăng)/Giảm các khoản cho vay khách hàng,,"-11,289","11,289","-35,193","-21,117"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,-19,19,-306,
14. (Tăng)/Giảm khác về tài sản hoạt động,,-461,461,-869,-127
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,"-9,663","9,663","-12,501","4,403"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",,"-12,067","12,067","20,700","11,453"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,"12,994","-12,994","35,684",469
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,-264,264,"3,178",-940
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,,,,45
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,,-197,
21. Tăng/(Giảm) khác về công nợ hoạt động,,-592,592,"1,115","3,087"
22. Chi từ các quỹ của TCTD,,-311,311,-439,-21
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,,"-16,269","16,269","25,021","-9,727"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,,-100,100,-543,-17
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,2,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,-14,14,-504,-12
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,10,-10,292,81
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,6,-6,139,16
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,,-98,98,-615,69
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,"1,123","4,364"
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,"-1,452","1,452","-1,452",
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,"-1,452","1,452",-329,"4,364"
IV- Lưu chuyển tiền thuần trong kỳ,,"-17,819","17,819","24,076","-5,294"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"72,602","-72,602","72,602","96,678"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,,"54,783","-54,783","96,678","91,384"
