LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2009,Q2/2009,Q3/2009,Q4/2009,Q1/2010
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"3,992","3,444","3,871","4,057",
2. Chi phí lãi và các chi phí tương tự đã trả,"-2,230","-2,107","-3,049","-2,395",
3. Thu nhập từ hoạt động dịch vụ nhận được,222,190,265,311,
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",297,178,228,449,
5. Thu nhập khác,1,4,7,-39,
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",43,22,27,56,
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-816,-236,-606,"-1,322",
8. Tiền thuế thu nhập thực nộp trong kỳ,-11,-301,-183,-186,
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"1,498","1,194",560,931,
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","-2,126","-1,202",138,"-1,656",
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-2,264","1,855","7,254","3,684",
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,,,
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-4,652","-13,889","-6,835","-3,452",
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,,-83,-178,
14. (Tăng)/Giảm khác về tài sản hoạt động,"-1,034",188,341,-383,
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"-1,866","1,819","1,462","11,648",
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","10,919","-13,461","3,777","11,154",
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"-12,088","5,765","6,607","11,721",
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-484,355,"-2,050",-356,
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-555,552,-552,,
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,377,-52,-243,
21. Tăng/(Giảm) khác về công nợ hoạt động,"1,401","-1,718",19,"-3,236",
22. Chi từ các quỹ của TCTD,-25,-101,-9,-11,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-11,276","-18,267","10,575","29,620",
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-25,-65,-73,-382,
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,1,6,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",37,-74,8,-427,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,148,6,-61,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",1,68,30,62,
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,13,77,-28,-802,
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,-768,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,,-768,
IV- Lưu chuyển tiền thuần trong kỳ,"-11,263","-18,190","10,547","28,050",
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,"63,458",-817,817,,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,193,-193,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"52,196","-19,007","11,557","27,856",
