LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q3/2012,Q4/2012,Q1/2013,Q2/2013,Q3/2013
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"7,282","7,808","7,770","7,457","6,550"
2. Chi phí lãi và các chi phí tương tự đã trả,"-4,518","-5,126","-4,814","-4,049","-3,381"
3. Thu nhập từ hoạt động dịch vụ nhận được,331,385,383,388,408
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",391,743,694,251,600
5. Thu nhập khác,-26,17,-15,45,-68
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",80,200,34,82,348
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,219","-1,998","-1,393",-969,"-1,442"
8. Tiền thuế thu nhập thực nộp trong kỳ,-294,-467,-209,-380,-276
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"2,027","1,562","2,448","2,825","2,739"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",315,"4,399","-2,500","1,249","-1,095"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-2,254","15,251","-7,045","2,077","-11,353"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,"-17,428",,,
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-11,822","-13,837","1,988","1,562","-13,075"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,"-1,005","-2,497",,"-1,142",13
14. (Tăng)/Giảm khác về tài sản hoạt động,-291,"1,558","-2,919","1,926",-865
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"4,524","-8,000","-12,152","12,744",-988
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-1,596","-11,700","3,708","4,716","-2,358"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"19,477","19,817","13,344","8,864","9,566"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),-16,-22,-7,,-4
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,,,,
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,-121,-73,344,-122,164
21. Tăng/(Giảm) khác về công nợ hoạt động,"1,215","-3,043","2,306","-11,097","-5,404"
22. Chi từ các quỹ của TCTD,-200,-169,-28,-149,-122
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"10,254","-14,181",-511,"23,453","-22,782"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-94,"-1,352",-11,-86,-140
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",2,3,,1,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,87,-49,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,-13,5,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",11,120,82,93,67
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-81,"-1,156",27,8,-73
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,"-4,867",,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,"-3,476","8,343",,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,"-2,781",,
5. Tiền chi ra mua cổ phiếu quỹ,"3,476","-3,476",,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,"-2,781",,
IV- Lưu chuyển tiền thuần trong kỳ,"10,173","-15,337","-3,264","23,461","-22,855"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,"120,708",,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"10,173","-15,337",,,
