LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,50,103,-88,250,14
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,23,12,45,18,21
Các khoản dự phòng,767,-774,"1,367",535,"1,422"
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",130,41,143,113,-3
"Lãi, lỗ từ hoạt động đầu tư",-133,-5,-94,-18,-268
Chi phí lãi vay,171,242,273,339,353
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,-3,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,006",-381,"1,646","1,237","1,540"
"Tăng, giảm các khoản phải thu","-2,408",369,-515,"-7,017",-951
"Tăng, giảm hàng tồn kho",-144,39,-5,-7,-85
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","-1,163","-2,184",-954,"4,723",726
"Tăng, giảm chi phí trả trước",-387,554,"-1,090",-990,-593
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-145,-132,-185,-339,-328
Thuế thu nhập doanh nghiệp đã nộp,-5,5,-11,,-60
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-47,47,-54,,-44
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-3,293","-1,683","-1,169","-2,393",206
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-87,-6,-57,,-51
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,1,,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,,-954,-575,575
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",7,,,,
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-22,22,-22,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",138,-108,234,18,112
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,36,-92,-798,-557,635
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","2,334","-2,349","2,349",,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,"2,349","-2,349","2,877","-2,877"
3. Tiền thu từ đi vay,"5,030","5,072","3,763","4,285","9,853"
4. Tiền trả nợ gốc vay,"-4,377","-2,947","-1,791","-3,095","-7,758"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,,,,
7. Tiền thu khác từ hoạt động tài chính,-307,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"2,679","2,125","1,972","4,066",-782
Lưu chuyển tiền thuần trong kỳ,-578,350,5,"1,117",59
Tiền và tương đương tiền đầu kỳ,"2,054","1,517","1,639","1,868","2,998"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,40,-228,224,13,-14
Tiền và tương đương tiền cuối kỳ,"1,517","1,639","1,868","2,998","3,043"
