LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"2,382","1,856","2,253","2,243","1,808"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,432,420,468,472,485
Các khoản dự phòng,-19,3,-70,-5,3
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",19,-8,15,1,5
"Lãi, lỗ từ hoạt động đầu tư",-65,-31,-20,-37,-17
Chi phí lãi vay,67,69,63,84,130
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,5,5,-16,5,5
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"2,822","2,315","2,692","2,763","2,419"
"Tăng, giảm các khoản phải thu",86,-541,-96,-225,269
"Tăng, giảm hàng tồn kho","-2,273",300,"-2,295",-492,-335
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",44,-8,"2,619",-843,704
"Tăng, giảm chi phí trả trước",108,34,-44,-30,39
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-34,-66,-64,-81,-133
Thuế thu nhập doanh nghiệp đã nộp,-65,-19,-368,-743,-134
Tiền thu khác từ hoạt động kinh doanh,,,,4,
Tiền chi khác cho hoạt động kinh doanh,-15,-21,-36,-136,-46
Lưu chuyển tiền thuần từ hoạt động kinh doanh,673,"1,994","2,408",217,"2,784"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-329,-650,"-1,767",-639,"-1,571"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",20,1,6,3,3
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-416,-20,792,"-4,981","-2,140"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",731,298,"-1,209",30,15
5. Tiền chi đầu tư góp vốn vào đơn vị khác,73,-73,73,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",45,38,46,28,53
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,-73,73,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,-11,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,51,-334,"-2,070","-5,558","-3,641"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,-79,79,,11
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"4,344","5,656","12,199","3,525","13,681"
4. Tiền trả nợ gốc vay,"-4,940","-5,907","-11,339",-360,"-13,401"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-1,"-1,100",-1,-1,-1
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-598,"-1,429",938,"3,164",290
Lưu chuyển tiền thuần trong kỳ,126,230,"1,276","-2,178",-567
Tiền và tương đương tiền đầu kỳ,"2,926","3,052","3,283","4,559","2,380"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,-1,
Tiền và tương đương tiền cuối kỳ,"3,052","3,283","4,559","2,380","1,813"
