LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2013,Q1/2014,Q2/2014,Q3/2014,Q4/2014
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,625,"1,071","1,087","1,025",587
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,250,269,275,279,284
Các khoản dự phòng,-6,72,-72,,208
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-12,-1,65,-30,48
"Lãi, lỗ từ hoạt động đầu tư",-63,3,-64,-8,44
Chi phí lãi vay,132,-34,236,79,70
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,121,-121,,
Phân bổ lợi thế thương mại,180,,131,28,86
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,106","1,502","1,536","1,373","1,328"
"Tăng, giảm các khoản phải thu",-150,124,419,-409,-173
"Tăng, giảm hàng tồn kho",-77,"1,258",-411,-22,-590
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",-40,"-1,750",-173,-850,574
"Tăng, giảm chi phí trả trước",61,12,14,-271,140
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-302,-118,-79,-68,-61
Thuế thu nhập doanh nghiệp đã nộp,-53,-297,-128,-67,-83
Tiền thu khác từ hoạt động kinh doanh,1,1,14,11,7
Tiền chi khác cho hoạt động kinh doanh,-24,-56,-9,-18,1
Lưu chuyển tiền thuần từ hoạt động kinh doanh,523,676,"1,183",-319,"1,143"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-249,-238,-186,-187,-474
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",2,2,9,9,1
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-127,-17,17,,-159
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",-100,,24,103,-127
5. Tiền chi đầu tư góp vốn vào đơn vị khác,8,,,-55,55
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,,2
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",36,26,-26,82,25
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,-396,,-57,57,-57
10. Tiền thu khác từ hoạt động đầu tư,,,56,-56,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-827,-227,-163,-47,-733
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"5,146","4,716","4,790","5,822","5,840"
4. Tiền trả nợ gốc vay,"-4,730","-5,044","-5,945","-5,234","-5,875"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-50,-631,,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,416,-379,"-1,787",589,-35
Lưu chuyển tiền thuần trong kỳ,111,70,-766,222,375
Tiền và tương đương tiền đầu kỳ,"2,014","2,125","2,195","1,429","1,652"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,"2,125","2,195","1,429","1,652","2,026"
