LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"2,037","2,171","2,480","2,161","2,285"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,579,583,600,652,758
Các khoản dự phòng,-18,-26,3,2,15
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",3,-14,48,-19,9
"Lãi, lỗ từ hoạt động đầu tư",-27,-33,-102,-162,11
Chi phí lãi vay,145,185,215,266,270
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,14,-14,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"2,720","2,865","3,258","2,887","3,349"
"Tăng, giảm các khoản phải thu","-1,007","-1,145",777,-384,464
"Tăng, giảm hàng tồn kho",187,"2,197","-3,506","-3,603",-220
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",735,"-1,160","2,417","-1,280","3,580"
"Tăng, giảm chi phí trả trước",1,66,34,20,-129
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-229,-143,-212,-250,-262
Thuế thu nhập doanh nghiệp đã nộp,-570,-375,-248,-332,-598
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-68,-171,-76,-54,-50
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,770","2,134","2,444","-2,996","6,133"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","-7,754","-5,336","-7,201","-3,759","-4,529"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",2,2,21,-11,15
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-1,462","-2,810","-1,234",215,-638
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","3,593","3,322","1,902",529,"1,078"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,3,,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",124,106,94,193,-24
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-5,494","-4,715","-6,418","-2,834","-4,097"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"15,796","19,849","12,948","17,893","18,895"
4. Tiền trả nợ gốc vay,"-13,530","-13,672","-9,178","-13,986","-20,358"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-2,,-7,-5,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"2,265","6,177","3,763","3,902","-1,464"
Lưu chuyển tiền thuần trong kỳ,"-1,459","3,595",-211,"-1,927",572
Tiền và tương đương tiền đầu kỳ,"3,976","2,516","6,111","5,900","3,973"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-1,,,,
Tiền và tương đương tiền cuối kỳ,"2,516","6,111","5,900","3,973","4,545"
