LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2008,Q1/2009,Q2/2009,Q3/2009,Q4/2009
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,27,359,446,"1,226","1,510"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,124,46,48,143,194
Các khoản dự phòng,158,-110,-33,-152,-184
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-1,-8,-18,3,
"Lãi, lỗ từ hoạt động đầu tư",-30,-18,-84,-90,-76
Chi phí lãi vay,56,6,12,40,76
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,334,274,371,"1,169","1,520"
"Tăng, giảm các khoản phải thu",-282,33,-254,88,632
"Tăng, giảm hàng tồn kho",-82,51,474,-54,"-1,062"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",541,-180,126,-389,-668
"Tăng, giảm chi phí trả trước",-82,-5,-25,-8,-11
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-90,-10,-12,-62,-108
Thuế thu nhập doanh nghiệp đã nộp,-143,-28,-7,-46,-52
Tiền thu khác từ hoạt động kinh doanh,-1,52,112,19,18
Tiền chi khác cho hoạt động kinh doanh,6,-100,-103,-156,-351
Lưu chuyển tiền thuần từ hoạt động kinh doanh,201,88,681,562,-82
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-278,-185,"-1,308","-1,350","-1,458"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",2,4,2,2,9
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-2,082",-165,-811,-36,-119
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","1,643",-1,"1,289",887,659
5. Tiền chi đầu tư góp vốn vào đơn vị khác,589,,-455,-939,"-1,177"
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,200,,,,1
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",20,16,40,87,124
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,104,-104,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,93,-228,"-1,346","-1,349","-1,961"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",150,,,1,1
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,"3,067","1,069","1,513","4,180","8,164"
4. Tiền trả nợ gốc vay,"-3,283","-1,014",-463,"-2,470","-4,752"
5. Tiền trả nợ gốc thuê tài chính,-2,-1,,-1,-2
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-243,-2,-206,-198,-394
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-311,53,844,"1,512","3,017"
Lưu chuyển tiền thuần trong kỳ,-17,-87,179,724,974
Tiền và tương đương tiền đầu kỳ,297,510,423,510,"1,234"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-1,,-1,-1,-4
Tiền và tương đương tiền cuối kỳ,510,423,602,"1,234","1,480"
