LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Đơn lẻ,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"1,759","3,075","2,680","4,943",77
2. Chi phí lãi và các chi phí tương tự đã trả,-975,-971,"-1,576","-3,523",748
3. Thu nhập từ hoạt động dịch vụ nhận được,-62,-35,240,19,-2
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",-18,47,67,111,-35
5. Thu nhập khác,-33,-31,-26,-116,-286
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,,,,8
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-521,-107,"-1,043",-426,-692
8. Tiền thuế thu nhập thực nộp trong kỳ,-46,-45,-71,-140,-137
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,105,"1,933",273,869,-320
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",833,-60,-685,-550,"1,430"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-1,517",-245,"2,144","-1,665",787
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,27,-5,14,-45,64
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-6,264","-7,748","-5,616","-9,560","-3,368"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,2,-2,-2,1,-53
14. (Tăng)/Giảm khác về tài sản hoạt động,833,396,"3,022","-1,485","1,415"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,-371,35,15,784,234
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-4,235","10,513",159,"-5,820","5,712"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"19,235","-6,754","6,932",509,"-3,376"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,"1,000","1,100",482,"1,241"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",1,4,11,6,8
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,-34,34,,27
21. Tăng/(Giảm) khác về công nợ hoạt động,-71,"1,163",-975,656,-717
22. Chi từ các quỹ của TCTD,-2,-1,,-2,-21
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"8,576",195,"6,425","-15,820","3,062"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-97,-35,-84,-11,-61
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,1,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",1,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,,,,
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-97,-36,-83,-11,-61
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,-258,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,,-258,
IV- Lưu chuyển tiền thuần trong kỳ,"8,479",159,"6,342","-16,089","3,002"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,,"20,956",
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"8,479",159,"6,342","4,867","3,002"
