LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"2,366",409,896,"1,417","1,933"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,488,522,338,430,524
Các khoản dự phòng,152,-8,13,-11,96
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",172,-1,-13,17,-2
"Lãi, lỗ từ hoạt động đầu tư",-19,36,-721,-151,-631
Chi phí lãi vay,169,130,134,173,224
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,-113,-45,45,4,13
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,215","1,044",693,"1,879","2,157"
"Tăng, giảm các khoản phải thu",-35,120,633,-176,171
"Tăng, giảm hàng tồn kho",786,142,73,-219,-227
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",417,-352,-154,692,"1,385"
"Tăng, giảm chi phí trả trước",-26,-19,-441,137,256
"Tăng, giảm chứng khoán kinh doanh",,,,5,
Tiền lãi vay đã trả,-217,-143,-219,,-347
Thuế thu nhập doanh nghiệp đã nộp,-346,-404,-125,-115,-241
Tiền thu khác từ hoạt động kinh doanh,22,973,"1,664",-847,"-1,752"
Tiền chi khác cho hoạt động kinh doanh,"-1,001","-1,581",-942,"-1,575","1,605"
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2,814",-220,"1,182",-218,"3,008"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","-1,970",-361,-339,-147,-18
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",99,419,194,-42,-169
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-956,"-1,764","-1,483",410,305
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","1,918","1,399","1,516",-264,-682
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-77,-344,269,-12,31
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,60,3,,53,-11
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",124,209,10,-52,567
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-804,-439,168,-53,22
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",-7,,,,
3. Tiền thu từ đi vay,"2,268","1,326","1,404",874,"3,905"
4. Tiền trả nợ gốc vay,"-2,434","-1,562","-2,011",-870,"-4,445"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-265,-116,-103,-59,165
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-438,-353,-710,-55,-375
Lưu chuyển tiền thuần trong kỳ,"1,572","-1,012",640,-326,"2,655"
Tiền và tương đương tiền đầu kỳ,"3,759","5,160","4,149","4,802","4,458"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-172,1,13,-17,2
Tiền và tương đương tiền cuối kỳ,"5,160","4,149","4,802","4,458","7,115"
