LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2006,Q1/2009,Q1/2010,Q3/2010,Q3/2011
Giai đoạn,01/01-31/03,01/01-31/03,01/01-31/03,01/07-30/09,01/07-30/09
Hợp nhất,Đơn lẻ,Hợp nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,Chưa kiểm toán,Chưa kiểm toán,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,"5,179","7,932","19,926","32,128"
2. Chi phí lãi và các chi phí tương tự đã trả,,"-4,194","-6,059","-13,652","-23,457"
3. Thu nhập từ hoạt động dịch vụ nhận được,,283,364,"1,178","1,420"
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,32,-156,-24,93
5. Thu nhập khác,,-33,-97,-68,12
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,49,58,252,297
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,"-1,117",-585,"-2,681","-4,068"
8. Tiền thuế thu nhập thực nộp trong kỳ,,-341,-212,-630,"-1,048"
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,-142,"1,243","4,300","5,378"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,540,-315,-708,"-2,707"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,"-1,622","1,016","2,724",-795
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,,,,,
12. (Tăng)/Giảm các khoản cho vay khách hàng,,"-10,159","-9,340","-34,179","-22,863"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,,,-220,"-1,007"
14. (Tăng)/Giảm khác về tài sản hoạt động,,-582,"-1,871","-3,137","-3,271"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,"-1,329","-2,101","-13,351","-1,581"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",,-12,"8,839","13,912",-573
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,"7,146","2,412","43,716","9,915"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),,"-2,280","-7,552","-10,327","-1,897"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,-870,"-6,683","-2,315","22,275"
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,51,-158,-235,3
21. Tăng/(Giảm) khác về công nợ hoạt động,,-257,-556,103,434
22. Chi từ các quỹ của TCTD,,-78,-173,"-1,268",
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,,"-9,594","-15,239",-986,"3,308"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,,-30,-4,-64,-125
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,2,2
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,-1
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,-4,-254,"-1,217"
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,30,6
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,57,37,162,100
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,,27,30,-125,"-1,235"
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,"3,344","3,389",45
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,"3,344","3,389",45
IV- Lưu chuyển tiền thuần trong kỳ,,"-9,566","-11,865","2,277","2,118"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"40,704","40,365","40,365","56,985"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,,"31,137","28,501","42,643","59,103"
