LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Soát xét,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,KPMG,,,
Ý kiến kiểm toán,,Chấp nhận toàn phần,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"2,680","3,343","3,550","3,254","2,649"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,436,472,479,494,503
Các khoản dự phòng,5,5,2,-1,1
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-4,-1,,-1,8
"Lãi, lỗ từ hoạt động đầu tư",-122,-121,119,,
Chi phí lãi vay,14,20,25,28,36
"Lãi, lỗ từ thanh lý TSCĐ",,,24,13,6
Thu nhập lãi vay và cổ tức,,,-336,-181,-209
Phân bổ lợi thế thương mại,,,34,17,17
Điều chỉnh cho các khoản khác,,,10,10,-14
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,010","3,718","3,908","3,633","2,997"
"Tăng, giảm các khoản phải thu",632,-737,165,-141,"1,087"
"Tăng, giảm hàng tồn kho","-1,260",104,-348,467,179
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","1,198",-619,131,223,-134
"Tăng, giảm chi phí trả trước",44,-96,-25,118,18
"Tăng, giảm chứng khoán kinh doanh",,,,,-4
Tiền lãi vay đã trả,-74,-18,-69,-81,-59
Thuế thu nhập doanh nghiệp đã nộp,-813,-409,-294,-500,-830
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-98,-545,-146,-273,-8
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2,639","1,399","3,321","3,445","3,246"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-754,-678,-552,-516,-413
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",25,22,22,29,42
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-1,302",-493,361,-933,"-2,151"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",1,-75,76,1,1
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-135,,"-1,400",-83,-675
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,17,,7,,-5
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",328,59,128,90,389
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-1,821","-1,165","-1,359","-1,412","-2,812"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,128,-128,128
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",-1,127,-128,129,-129
3. Tiền thu từ đi vay,"2,477",,"4,706","2,927","2,794"
4. Tiền trả nợ gốc vay,"-2,401","2,476","-4,997","-2,106","-1,606"
5. Tiền trả nợ gốc thuê tài chính,,"-1,408","1,408",,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,"-1,741","-2,612","-3,483",
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,-1,1
Lưu chuyển tiền thuần từ hoạt động tài chính,76,-546,"-1,496","-2,662","1,188"
Lưu chuyển tiền thuần trong kỳ,894,-312,465,-629,"1,621"
Tiền và tương đương tiền đầu kỳ,631,"1,523","1,209","1,676","1,043"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-2,-1,2,-5,
Tiền và tương đương tiền cuối kỳ,"1,523","1,209","1,676","1,043","2,665"
