LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Soát xét,VST Tính
Công ty kiểm toán,,,,KPMG,
Ý kiến kiểm toán,,,,Chấp nhận toàn phần,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"3,494","3,587","2,688","2,764","2,576"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,609,601,596,537,642
Các khoản dự phòng,-4,2,31,-3,-23
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",6,-6,-1,14,19
"Lãi, lỗ từ hoạt động đầu tư",-240,-285,-226,-255,-270
Chi phí lãi vay,28,24,23,26,37
"Lãi, lỗ từ thanh lý TSCĐ",,,,20,-20
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,61,-61
Điều chỉnh cho các khoản khác,,-71,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,893","3,852","3,112","3,165","2,900"
"Tăng, giảm các khoản phải thu",-912,240,197,-221,112
"Tăng, giảm hàng tồn kho",-481,362,-504,-974,555
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",384,237,133,-735,-288
"Tăng, giảm chi phí trả trước",90,40,18,-35,28
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-8,-36,-38,-24,-14
Thuế thu nhập doanh nghiệp đã nộp,-13,-351,"-1,443",-475,-314
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-75,-289,-164,-556,-168
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2,877","4,055","1,310",145,"2,810"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-242,-638,-477,-261,-377
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",31,38,35,32,41
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",-425,211,"-1,271",,
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,,,595,"1,468"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-4,,-19,-31,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,1,,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",149,317,389,235,189
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-489,-73,"-1,343",570,"1,322"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",295,,23,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",-99,,,,
3. Tiền thu từ đi vay,911,"2,332","3,644","4,237",-162
4. Tiền trả nợ gốc vay,-682,"-2,779","-3,306","-2,693","-1,096"
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-2,351","-3,135",-45,"-2,926",-53
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-1,926","-3,582",316,"-1,382","-1,311"
Lưu chuyển tiền thuần trong kỳ,462,400,284,-668,"2,821"
Tiền và tương đương tiền đầu kỳ,"1,198","1,663","2,052","2,349","1,681"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,3,-11,13,,6
Tiền và tương đương tiền cuối kỳ,"1,663","2,052","2,349","1,681","4,507"
