LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2007,Q4/2007,Q1/2008,Q2/2008,Q3/2008
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,755,200,345,431,348
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,89,42,34,42,51
Các khoản dự phòng,51,-9,83,41,-14
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,,,-2,-2
"Lãi, lỗ từ hoạt động đầu tư",-86,-15,-52,-110,145
Chi phí lãi vay,6,5,8,11,4
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,816,223,418,413,532
"Tăng, giảm các khoản phải thu",-117,-100,-10,-72,161
"Tăng, giảm hàng tồn kho",-172,-553,37,-235,224
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",68,344,-293,22,20
"Tăng, giảm chi phí trả trước",3,-73,-1,-30,-20
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-4,-46,-1,-17,-5
Thuế thu nhập doanh nghiệp đã nộp,,,,-12,-90
Tiền thu khác từ hoạt động kinh doanh,75,3,1,9,43
Tiền chi khác cho hoạt động kinh doanh,-117,-36,-102,1,1
Lưu chuyển tiền thuần từ hoạt động kinh doanh,551,-237,49,80,866
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-616,-128,-74,-92,-84
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",1,1,1,1,2
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-1,716","1,716",-376,187,100
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","1,130","-1,130",57,113,-167
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-50,46,-144,13,29
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,30,-30
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",66,-336,4,38,15
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-1,185",169,-532,289,-135
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","1,183",36,5,-5,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,300,60,524,439,-776
4. Tiền trả nợ gốc vay,-13,-365,3,-510,500
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-537,-1,,-175,-172
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,933,-270,531,-251,-449
Lưu chuyển tiền thuần trong kỳ,300,-339,48,119,282
Tiền và tương đương tiền đầu kỳ,,456,118,166,287
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,2,-2
Tiền và tương đương tiền cuối kỳ,456,118,166,287,567
