LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q1/2015,Q2/2015,Q3/2015,Q4/2015,Q1/2016
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Soát xét,VST Tính,VST Tính,VST Tính,Soát xét
Công ty kiểm toán,KPMG,,,,KPMG
Ý kiến kiểm toán,Chấp nhận toàn phần,,,,Chấp nhận toàn phần
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,905","2,622","2,554","2,286","2,627"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,267,271,276,283,290
Các khoản dự phòng,10,-7,-2,9,2
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,2,4,-2,5
"Lãi, lỗ từ hoạt động đầu tư",10,-20,23,-8,-7
Chi phí lãi vay,8,7,8,9,8
"Lãi, lỗ từ thanh lý TSCĐ",,3,6,3,2
Thu nhập lãi vay và cổ tức,-131,-152,-141,-134,-153
Phân bổ lợi thế thương mại,,,-21,21,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"2,069","2,727","2,707","2,466","2,772"
"Tăng, giảm các khoản phải thu",-80,-21,46,220,-644
"Tăng, giảm hàng tồn kho",-479,64,104,-188,-344
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",340,-7,283,-132,-408
"Tăng, giảm chi phí trả trước",64,-19,3,-84,113
"Tăng, giảm chứng khoán kinh doanh",23,1,100,,
Tiền lãi vay đã trả,-10,-6,-7,-4,-4
Thuế thu nhập doanh nghiệp đã nộp,-422,-345,-505,-533,-128
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-314,-94,-153,-155,-442
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,189","2,300","2,579","1,591",916
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-212,-369,-286,-199,-179
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",29,11,13,-8,8
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-1,032",629,213,,1
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",-2,2,1,1,
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,-80,,-8
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,2,4,9,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",42,87,161,171,152
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,440,"-1,750",-938
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-1,176",361,465,"-1,775",-964
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",53,32,22,1,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,,"1,306",745,"1,922",679
4. Tiền trả nợ gốc vay,-363,"-1,366",-237,"-1,816",-763
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,"-2,000","-4,000",-2,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-311,"-2,028","-3,470",105,-83
Lưu chuyển tiền thuần trong kỳ,-298,633,-427,-80,-131
Tiền và tương đương tiền đầu kỳ,"1,528","1,228","1,854","1,410","1,359"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-3,-6,-17,29,1
Tiền và tương đương tiền cuối kỳ,"1,228","1,854","1,410","1,359","1,228"
