LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Soát xét,VST Tính,VST Tính
Công ty kiểm toán,,,KPMG,,
Ý kiến kiểm toán,,,Chấp nhận toàn phần,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"3,223","2,086","3,176","3,161","3,034"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,313,361,385,395,410
Các khoản dự phòng,3,8,4,-5,-97
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,-1,2,1,-1
"Lãi, lỗ từ hoạt động đầu tư",-49,-23,-14,-317,-123
Chi phí lãi vay,7,5,9,17,12
"Lãi, lỗ từ thanh lý TSCĐ",15,-3,-10,10,
Thu nhập lãi vay và cổ tức,-197,-192,-185,185,
Phân bổ lợi thế thương mại,5,11,14,-14,
Điều chỉnh cho các khoản khác,36,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,355","2,252","3,382","3,434","3,235"
"Tăng, giảm các khoản phải thu",-381,-120,-548,51,-243
"Tăng, giảm hàng tồn kho",310,-276,-371,-556,502
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",-85,105,-780,265,-697
"Tăng, giảm chi phí trả trước",12,-3,11,-6,20
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-7,-20,-8,-16,-14
Thuế thu nhập doanh nghiệp đã nộp,-428,-883,-320,-394,-353
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-259,-9,-731,-149,-212
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2,517","1,046",634,"2,628","2,240"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-531,"-1,015",-597,"-1,098",-736
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",13,50,23,11,36
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","1,298",,,"1,352","1,150"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",1,-1,1,2,190
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-100,13,,-12,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,23,1,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",201,247,130,175,150
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,-448,230,300,-300,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,6,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,434,-446,-143,129,789
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",-58,275,-1,-2,
3. Tiền thu từ đi vay,571,802,"1,941",372,38
4. Tiền trả nợ gốc vay,-488,"-1,107",-655,-167,-881
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-2,903",,"-2,177","-2,177","-2,902"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,4,-276,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-2,874",-307,-892,"-1,974","-3,745"
Lưu chuyển tiền thuần trong kỳ,77,293,-401,783,-716
Tiền và tương đương tiền đầu kỳ,591,668,963,563,"1,343"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,1,2,1,-3,3
Tiền và tương đương tiền cuối kỳ,668,963,563,"1,343",631
